Comments,n_stars,Label
Nhân viên Tư vấn nhiệt tình,5,
Cung ok,4,
Sài có 1 tháng rưỡi mà mặt sau nó bị phù lên 1 cục,2,
"Đặt sản phẩm online , nhận tại siêu thị ,tôi chỉ góp ý nhân viên không nên bóc seal trước ,sản phẩm được bóc sẵn ,bị nhân viên làm rách và có mở ra cài đặc trước .Tính mua tặng gia đình nhưng khi lấy ra nhiều dấu vân tay và cài sẵn nhìn giống máy đã bị sử dụng .Nên hơi thất vọng .",3,
Tốt,4,
Rất tốt,5,
"Pin tuột nhanh, sp thì tốt",5,
Chưa dùng được tháng Mặt sau đã hơi phồng chỗ gần camera,3,
Lỗi tự kết thúc cuộc gọi sau 20s. Nhiều lúc ức chế muốn đập điện thoại luôn.,3,
"TÔI CÓ THẮC MẮC.Mới mua đc 3 hôm với giá 4390trả thẳng sao ko có kèm theo tai nghe Bluetooth Nhân viên hỏi có mua thêm tai nghe không TGDĐ Tân Thủy, Ba Tri, Bến tre",3,
Tạm ổn,4,
Tối,5,
Rất tối,5,
"Máy chạy rất mượt mà , màu sắc rất đẹp, cấu hình mạnh ..",5,
"Nhân viên nhiệt tình , đt ok",5,
Tốt,4,
Xài ok pin trâu,5,
Hàng tốt,5,
"Sau 1 tuần sử dụng thì máy rất ổn, chơi các game phổ thông như Liên Quân hay PUBG rất ổn định ở mức 5560 fps. Camera cho ra ảnh đẹp, quay được ở 60 fps nhưng tiếc là không có OIS. Thiết kế bên ngoài trẻ trung, khó lỗi thời, cảm giác cầm nắm rất chắc không bám mồ hôi. Realme C55 còn nằm trong danh sách lên được android 14, một điểm cộng lớn cho chiếc điện thoại này. Tiếc là dùng màn IPS nên màu sắc chỉ ở mức tạm ổn, vì là IPS nên pin không tiết kiệm được như AMOLED nhưng đã có sạc 33w bù trừ. Về phần loa thì không được tốt cho lắm vì là loa đơn, có thể không mang lại chất lượng âm thanh tốt như loa kép nhưng vẫn rất ổn. Nút nguồn/cảm biến gần như là bằng với khung nên thời gian đầu có thể gây nhầm lẫn nhưng có thể khắc phục bằng 2 chạm trên màn hình để mở. Với tầm giá gần 5 củ thì đây thật sự là 1 sự lựa chọn tốt, 1 chiếc máy với thông số cân bằng với mức giá ai cũng có thể sở hữu. Đặc Biệt nhân viên điện máy xanh rất nhiệt tình, tư vấn rất đúng với sản phẩm cũng như thông số và nhược điểm của sản phẩm.",5,
Sau 1 tháng sử dụng thấy Sài kiểu phổ thông thì ổn.giá con này khoảng 3 triệu rưỡi thì hợp lý hơn,3,
Cho mình hỏi đt để trong tủ kiến hộp rời có phải đt mới 100%100 ko,5,
Ram 6 Gb mở rộng thêm 6Gb nữa mà chạy tác vụ không ổn định loading lại từ đầu không ram đúng 3Gb thì đúng hơn ảo quá,3,
Điện thoại xài mượt nhưng mỗi tội là pin nhanh hết vs lại loa hơi bé,4,
Cho tui hỏi đt tui mới mua 1 tháng bây h muốn bán lại đc như giá cũ hay giảm xuống nhiu ạ,4,
Nếu những người trong tầm giải trí thì rất ok hàng rất tốt và trải nghiệm khá tốt với lại tầm giá công nhân và sinh viên cũng có thể với tới được,5,
Sản phẩm rất tốt,3,
Mới xài chưa được nữa tháng sau mặt lưng bị nhô lên như pin bị phù z ạ. Mong phản hồi sớm,3,
Tốt,5,
Tốt,5,
Đôi khi các cuộc gọi đến mình đang nói chuyện thì bị tự động kết thúc cuộc gọi. Mình tắt tính năng tự động r mà nhiều lúc vẫn bị như vậy.,3,
Đẹp lại ngon . MN cứ update lên đầy đủ,5,
"máy đẹp, pin khoẻ, xử lý mượt",5,
Luôn hài lòng vì cách phục vụ của nhân viên TGDĐ Rất nhiệt tình và nhanh nhẹn.,5,
Tốt,5,
.,5,
Lúc pin ở mức 30% thường rớt wifi.khi máy nóng hay bị đơ,3,
mình là sv thì có những sp nào mua trả gop 0đ đc ạ,5,
Tôi rất hài lòng về sản phẩm,5,
Sp rat tot.hon nhung gi mong dợi,5,
Thông báo bị trễ.,4,
"Muot, chup hinh dep",5,
Đt dùng ổn áp mn ạ,5,
Tốt,4,
Máy thì ok . Mà thế gioi di dộng với hãng bảo hành ko ra gì . Bảo hành thay màn thì kêu 800 thay xong gởi lên tịt nguồn. Tr đó nguồn vẫn lên bảo hành xong nguồn sụp. Lại gởi lại kêu thay men 1tr8 nữa . Bỏ luôn chứ thay j nữa . Vô trách nhiệm .,1,
Chụp hình ko nét,3,
Kha ok,5,
"Camera sau của máy 2 con mắt BỰ chà bá lửa luôn,mua máy về sài mà nâng như nâng trứng,hứng như hứng hoa =)),nói vậy chứ cũng đặt cái cường lực bảo vệ cam rồi nên cũng yên tâm,bạn nào mua con này về nhớ đặt mua thêm kính cường lực cho camera sau nha,không là có ngày bể cam là hết cứu :v",4,
"Máy khá đẹp, cấu hình dạng ổn. Màn hình sáng màu tươi có 90hz luôn thật tuyệt với tầm giá này",5,
Tốt,5,
Ok,5,
Máy bình thường hơi giật lắc xíu sao nhanh hết PIN nhỉ pin 5000 mà chơi chưa được nữa ngày nữa đi sạc pin rồi.. Pin sạc rất nhanh tầm 30 phút lên 80 % pin nhưng sao nhanh hết PIN camera thì tốt cũng có lúc chụp hơi chậm đánh giá bình thường thôi chừng nào pin không tụt nhanh 5 sao,3,
Máy dùng ok .khá mượt chỉ là hơi nhanh hết pin có lẽ là vì màn hình lớn nên cảm thấy tụt pin nhanh .nọi chúng tầm giá này là quá ok rồi,4,
Tốt,5,
..,5,
"Sản phẩm dùng ok. Pin dùng khoẻ, sạc nhanh .Hợp với số tiền",5,
Rất tốt,5,
Máy dùng OK,5,
"Máy rất OK, dùng rất thích, màn lớn cáu hình tốt, giá cả phù hợp.",5,
Giá rẻ xài tốt,5,
San phẩm xài rất tốt,5,
Tốt,4,
"Mua cho bố, ngoại hình đẹp loa khá xịn, màn hình tốt, pin trâu ,sạc nhanh. Nhân viên phục vụ rất nhiệt tình",5,
Máy tốt phù hợp với giá tiền,4,
Dùng các ứng dụng cơ bạn thì mượt còn chơi game thì chưa biết ổn trong tầm giá,4,
Hài lòng,4,
"Điện thoại nhanh hết pin, kết nối wif quá chậm, loa nghe nhỏ, nói chung tệ trong tầm giá",2,
Hàng rất OK nhân viên tư vấn nhiệt tình,5,
"Máy dùng được một lúc tầm 3p là có hiện tượng nóng ,hoặc bỏ ra quay 2-3 video tầm 1p là máy bị nóng",2,
Mình mới mua hôm qua dùng rất ok rẻ mà ngon nha. Dòng realme k nổi trội như những hãng khác nhưng độ đầm và độ bền theo thời gian thì chắc k thua ai.cá nhân mình thấy ram6gb vật lý hay bản 8gb sài ổn rồi nên tắt ram ảo đi máy xử lý nhẹ hơn ít nóng hơn,5,
"Vừa mua đôi với bố khá ok đẹp ,chụp hình ở mức ổn thôi , chơi game ko nên chơi để cấu hình quá cao , mặt lưng đẹp nhưng điểm lạ tui mua 2 cái đều vàng mà của tui màu kiểu xanh - hồng còn của bố tôi màu vàng lạ ghê , mà camera to quá chỉ sợ xước camera thui",5,
tôi thanh toán bằng momo nhưng không được giảm giá,3,
Tui cảm thấy điện thoại của tui tự nhiên sao nó bị phù gần camera vậy mong thế giới di động xem xét lại dùm tui đc hong,3,
Tốt,5,
"Máy OK, mượt sẽ ủng hộ tiếp",5,
Máy bat wifi k đc cứ lúc đc lúc k,2,
Tuyệt vời,5,
Máy không có lưới bảo vệ loa trong à mọi người nhỉ,4,
Máy tốt,5,
Mình đa từng dùng chip MediaTek nhưng dùng sang con này có chip MediaTek g88 thấy ok mượt anh em nên mua,4,
"Đẹp,thời thượng, tinh tế... Quá ổn cho một em sành điệu và sang chảnh...",5,
Nếu mjh trả góp.. thì mấy tháng sau nếu chưa hết chu kỳ.. mjh muốn trả hết có đc k? Hay là phải trả theo chu kỳ ạ,4,
"Đẹp, sạc nhanh, nhưng mà cũng hơi hết pin nhanh 😅",3,
"Máy ok mà hơi mau hết pin, với cho em hỏi là sạc cục sạc nóng lên có sao không ạ ?",4,
OK 👌,5,
SP đẹp,4,
Máy rất mượt còn ngon hơn giòng iphone,5,
Pin tụt nhanh. Còn lại cũng ổn so với giá,3,
"Sp ok, sạc nhanh, bắt wf tốt, tốt so với các sp khác trong tầm giá",4,
Quá OK.,5,
"Sản phẩm tuyệt vời, lại được tặng free 6 tháng bảo hành. Nên mua",5,
Pin mau hết.loa mở hết mức nghe ồ wá.camara chụp ảnh k nét lắm,2,
Ns chung sài mượt sạc nhanh hơn redminote11 đa nhiệm sài ok vs mỗi tội pin ko cầm tý pin hết hơi nhanh,5,
Rất tốt,5,
Tuyệt vời trong tầm giá,5,
Tốt,5,
Mình thấy dùng rất tốt,5,
Ở cơ y kien,3,
Ok,5,
Ok,5,
Máy rất OK lun.,5,
"Nv phục vụ tốt,nhiệt tình",5,
Cam trước không được sắc nét như quảng cáo,3,
"Nhân viên bán hàng tư vấn rất nhiệt tình, vui vẻ, rất dễ thương tôi rất hài lòng",5,
Khá ổn trong tầm giá,4,
Rất tốt,5,
tốt,4,
Sản phẩm tốt,4,
ok,5,
Sài lâu 1 ứng dụng quá. Thấy hơi bị đơ máy. Tạm ổn.,4,
SP tốt,5,
Quà tặng tai nghe hẹn ngày lấy thì lại hẹn thêm vì chưa có hàng. Trong khi bạn mình mua cũng con này ở FPT thì đã có rồi. Lúc đầu tư vấn thì bảo quà có chung l mình mới đặt cọc để mua. Vì tai nghe cũ hư nên cần tai nghe mới. CellphoneS hay là FPT sẽ là những lựa chọn điểm mua điện thoại tiếp theo.,1,
Ok,4,
ok,5,
Sản phẩm này quá dở không ưng ý,1,
Máy tạm ổn,4,
Tốt,5,
"Sản phẩm tốt, nên mua",5,
Chưa sử dụng lâu nên chưa biết hết tính năng giá thì ok,3,
"Máy đẹp,mượt,chụp hình sắc nét.Chị Quỳnh ở TGDĐ số 8 Hoà Bình - Ninh Kiều - Cần Thơ tư vấn nhiệt tình dễ thương.",5,
"Sạc rất nhanh, màn hình rộng, khả năng xử lý đa nhiệm các ứng dụng tốt.",5,
Nhân viên tư vấn dễ thương,5,
ok,5,
chăm soc khach hàng tuyệt vời,5,
ok,5,
"Máy tốt, mượt",4,
Ok,4,
ok,4,
Máy đẹp mọi thứ đều ổn rất đáng đồng tiền,5,
Ok,5,
Màn hình nhỏ thêm tý nữa . Và mắt cam nhỏ hơn và để chìm hơn sẽ đẹp hơn. Camera nét hơn và thực tế hơn nữa thì nhất luôn.,4,
Tốt,5,
Sử dụng oke,5,
"Sản phẩm rất tốt, tuy nhiên con một số chưa ưng y lắm như màn hình hơi tôi .....",4,
Bạn Trang rất nhiệt tình với khách hàng 🥰,5,
Rất tuyệt vời,5,
Làm viec nhiet tình,5,
Rất tốt,5,
Điện thoại dùng ok nhưng máy nhánh hết bin quá dù là 5000mz,5,
Nhân viên phục vụ nhiệt tình,4,
Đt chs game mượt,5,
Tư vấn rất nhiệt tình ❤️,5,
Rất tốt,5,
Ok,5,
tốt,5,
Rất hài lòng,5,
sản phẩm dùng rất tốt,5,
ok,5,
Nhân viên làm việc rất tốt quá tuyệt vời,5,
Tạm ổn trong tầm giá,3,
Máy e thấy sài Bình thường có lúc vẫn chậm đơ máy,3,
Rất tốt,5,
5sao. Cho nhân viên. Điện thoại mới mua hoạt động bình thường. Mình luôn luôn tin tưởng về chất lượng của sản phẩm. ĐIỆN MÁY SANH,4,
Mua ngày 14/2 đến bây giờ chưa đầy 1 tháng mà còn có 99%,3,
cho em hỏi máy em mua khoản được 8 tháng còn trong thời gian bảo hành máy tuột pin nhanh còn 87 thì bên thế giới di động có chính sách thay pin không ạ,3,
Tiền ít hàng thơm.,5,
Rất tốt,5,
Mới mua máy được 2 tháng đã bị tụt 1% pin rồi có được bảo hành không vậy,1,
máy chạy mượt,5,
"M thấy dịch vụ của tgdd ko còn đc tốt như trc, hôm m đi mua ngoài chú bảo vệ ra k ai tiếp đón. Đến lúc m gọi mới có ng ra lấy máy cho m. Qli thì vừa đi vừa xem đt rất bình tĩnh.",3,
"Pin hiện tại của mình tụt rất nhanh . Ngày 3/1/2024 mình kiểm tra pin 96% , hôm nay 12/1 pin chỉ còn 94%",3,
"Máy mượt, mát, pin tốt, lâu chai",5,
"Đợt trước mình cũng gửi đánh giá là pin bị tụt nhanh rồi, nghe theo hướng dẫn là nâng cấp lên IOS 16.7.1 vào ngày 15/10/2023 thì lúc đó pin tầm 95%. tầm khoảng 2 tháng sau, ngày 25/12/2023 check thì còn 93%, sang hôm sau kiểm tra 26/12/2023 còn 92%, đến ngày hôm nay 1/1/2024 kiểm tra còn 91%. Pin tụt nhanh lắm ạ",3,
Dùng tốt,5,
alo sao điện thoại mình không kết nối được wifi dù đã reset lại cả điện thoại cả cục wifi,3,
Tôi mua mới ko dùng cũng hao pin quá. Sản phẩm ko nên mua vì hao pin. Ko biết máy có lỗi ko,2,
"M cảm thấy pin nhanh hết.bình thuong minh chỉ luot wed.nt thôi mà 1 ngày đã hết pin. Trong khi ko xem phim, chơi game hay j cả. Liệu vậy có sao ko nhỉ. Ko dc bền pin cho lắm.hơi thất vọng",3,
"Máy mua lại nhưng sử dụng rất mượt, pin bền",5,
"Em mới mua từ ngày 4/11 xài chưa được 1 tháng nhưng mấy hôm gần đaay cứ để qua đêm là nó lại tụt xuống 10% pin, không hiểu sao lậy vậy ạ. Trả lời giúp e",3,
Ok ban,4,
Mới dung chưa được 2thang ma tụt xuống 4% rồi,3,
Ok,4,
"mới mua, xài ok lắm nhe",5,
….!,5,
Máy em mua ngày 12/10 đến nay ngày 3/11 chưa đầy 1 tháng mà pin đã tụt từ 100 xuống còn 99% thì có ổn không ạ,4,
Máy mượt chụp ảnh OK,5,
Dùng rất tốt nhé,5,
Tốt,4,
Tốt,5,
Rất tốt nhân viên tư vấn tận tình chu đáo,5,
Sản phẩm tiền nào của nấy . Đáng giá nhất phân khúc hơn 10 củ . Androi thua 1 năm nếu tính độ lâu dài,5,
Sản phẩm rất tốt. Hài lòng nhân viên phục vụ điện máy xanh,5,
Tốt,4,
Bắt sống yếu có tiếng đi trước hình,3,
"Chào anh chị. Máy em dùng mọi chức năng đều tốt, chỉ có điều dùng rất nhanh bị nóng, xem youtube tải sẵn video, ko bật 4G mà hơn 10p đã thấy nóng hơn các máy khác rất nhiều. Máy em vẫn dùng bản iOS từ lúc mua là 15.7, mã 19H12. Theo em tìm hiểu thì đây là 1 bản Beta. Hiện tại nếu update thì có 2 lựa chọn 16.7.1 hoặc 17... Anh chị tư vấn giùm em với, em cám ơn nhiều",5,
Khỏi bàn quá êm nhanh gọn lẹ,5,
Máy em ko dùng cũng tụt pin có việc j ko ak,4,
sản phẩm dùng ok nhé,5,
Em mua đc 3 ngày mà nay em sạc pin cứ tới mức 87% là pin ko tăng lên,3,
"Điện thoại mới, seal zin, cảm ứng mượt, nhạy, pin lâu. Sử dụng tốt, chưa thấy có vấn đề gì. Rất hài lòng",5,
Exynos 2100 và Apple A13 chip nào game ok hơn ạh,4,
Ok,5,
mình mua cg lâu rồi pin còn 85% hk biết thế giới di động có thay pin hk,5,
mua 6/9 về vài bữa lên ios 17 lỗi từa lưa..ko bật tắt dữ liệu di động ở cửa sổ..ko tắt dữ liệu di động từng ứng dụng..ko tắt bật đc dữ liệu nền,2,
"Thỉnh thoảng cảm ứng chậm,cùng sử dụng 2 đt cảm ứng nhưng iPhone mạng yếu hơn",3,
quá đẹp,5,
Sản Phẩn Dùng Rất Tốt,5,
Tốt,5,
Nhân viên nhiệt tìnhlễ phépthái độ phục vụ khách hàng rất tốt máy tốt,4,
sản phẩm rất tốt,5,
Ok,5,
Sản phẩm mới sử dụng nên tạm thời chỉ đánh giá tốt. Riêng thái độ phục vụ thì rất tốt.,4,
Ok,4,
Tot,4,
Mình mua được 1 năm còn rất mới muốn bán lại tgdd có thu lại k ak,5,
Đt chụp ảnh bị lỗi gửi lên trung tâm bảo hành thẩm định mất 10 ngày kêu không lỗi rồi gửi về tôi nhận lại đt chụp hình vài tấm đã thấy giật giật chế độ chân dung k chuyển cảnh mà tgdd kêu k bị lỗi. Lỗi sờ sờ mà k check ra thì đặt câu hỏi là tgdd có thẩm định hay không Hay chỉ làm thủ tục qua loa. Vĩnh viễn k bao giờ mua hàng ở tgdd nữa,1,
Sóng yếu,3,
Rất tốt nên mua,5,
Em mới mua được gần 2 tháng bên mình có thu lại không ạ,4,
sản phẩm dùng gần 3 năm rồi tốt lắm,5,
tui mua điện thôi ơi thế giới di động độp họp luôn mà bị hở mắn hình rớt buồn . mua được 47 ngay . không có lam rớt . sai rất kỹ,1,
Ở thới giới di động có hổ trợ đổi e sim để Sài cho ip 11 ko ạ,5,
Lỗi,1,
Sản phẩm sử dụng chưa được 10 tháng nữa mà hết dây cáp sạc bị lỗi rồi đến máy bị lỗi. Mõi cái đem đi bảo hành từ 714 ngày. Bó tay. Tôi rất buồn khi mua sản phẩm này.,1,
"Nhân viên Huyền chăm sóc khách hàng rất tốt, tư vấn nhiệt tình lắm nha, mình mua tại Hòn Chồng, Nha Trang.",5,
Rất tốt,5,
Mua điện thoại xong lại k cho sạc Bắt người ta phải mua sạc bên ngoài,2,
Điện thoại rất mượt và đẹp.,5,
"Đt mình mua 09/4 đến hôm nay 20/6 mà pin đã tuột 96% thì có vấn đề ở pin kh ạ cảm thấy hơi tuột lẹ, pin để qua đêm tuột tầm 4-5% dù đã tắt mạng và kh chạy ngầm ứng dụng nào ạ. Tầm 1 tháng pin về 99 thêm 10 ngày sau thì 98 là tiếp đó là 97 và 96 đến rất nhanh ạ :((( mình dùng không hẳn là quá nhiều chỉ để lướt fb zalo tik tok không chơi game gì luôn. Tuột nhanh quá cảm thấy hơi hoang mang hiccc",3,
San phẩm Sài OK,5,
sài được 3 tháng mấy thì bị tụt 2 phần trăm pin với bị tróc sơn mặc dù không rơi rớt gì với còn thời gian bảo hành thì có được đổi máy mới hay bảo hành không ạ điện buổi chiều giúp em sáng em đi học không tiện nghe máy,3,
Máy rất tốt cảm ứng mượt,5,
Máy dùng mượt,4,
San phẩm bt,3,
Mới sài được 1th mà pin tuột còn 99%. 😭,3,
"Mua được gần 1 tuần theo đánh giá cá nhận trong tầm giá này không có đối thủ, pin dùng tốt được khoảng 1,5 ngày nếu",5,
ms mua hôm qua thấy ok nv tư vấn phục vụ nhiệt tình,5,
Rất tốt,5,
Rất tốt,5,
Rất tốt,5,
Ok,5,
Tốt,5,
Tốt,4,
Sản phẩm sử dụng tốt mn nên mua nha,5,
Tốt,4,
RẤT TỐT,5,
Sau 1 tháng sử dụng cảm thấy rất hài lòng,5,
rất tốt,5,
Màn hình hơi xấu. Còn lại thì ok hết nha,4,
Đt ok,5,
Ok,5,
RẤT TỐT,5,
Vẫn dùng rất tốt,5,
Rất tốt,5,
Rất tốt,5,
"Sản phẩm tốt bền,pin trâu",5,
❤️❤️,5,
mới sử dụng nên chưa có j😁😁,5,
Nvien nhiệt tình,5,
Tốt tuyệt vời,5,
"Không biết nói sao! TGDD có thế mạnh về dịch vụ nhưng nhân viên biến tướng khi tư vấn bán hàng đổi trả, còn bảo hành. Cụ thể bắt người mua kí cam kết hàng không được đổi trả trong khi dịch vụ được cho phép. Có 2 lần mua, không biết tư vấn vớ vẩn gì yêu cầu khách hàng kí trên hoá đơn và họ chụp hình lại.",1,
Rất tốt,5,
Ưng,5,
ok,5,
Rất tốt,5,
Điện thoại iPhone 11 64GB dùng rất tốt ạ,5,
Bay h minh may biet tai sao moi người lai chọn iPhone cam nhan khi chuyen tu Samsung sang iphone cam nhan dau tien la nhanh muot camera chi tiet rất sac nét nhan vien thi rất OK cam on các b,5,
Hiệu năng của iPhone 11 đỉnh nhưng ios cao ko mượt như iOS thấp như ios 15 được nhưng được một ưu điểm là xem được video 4k,5,
sản phẩm rất tốt,5,
Quá ngon . Pin quá ngon . Giá tầm ntn mn mua hợp lý,5,
Chất lượng dịch vụ của thế giới Di Động và bách hóa xanh không tốt . Thái độ xem thường khách hàng .,1,
E có mua 1 con ip11 hàg đã qua sử pin 100% từ ngày 26/11/2022 tới hôm nay là ngày 26/3/2023 mới 4 thág pin đã tuột 8% tuột liên tục còn bảo hành Apple tới ngày 4/10/2023,1,
Sản phẩm đẹp rất tốt,5,
OK,4,
mới mua lần đầu mà gặp lỗi,3,
"Tốt,",5,
"Mua máy cũ còn bảo hành hãng. Chức năng tốt, ngoại hình không đẹp lắm, bị xước rõ màn 🥲",3,
Rat tot,5,
Rất tốt,5,
"ok. nhân viên chu đáo, nhiệt tình",5,
Tốt,5,
Tôi rất thích,5,
sao hay bị vỡ kính cường lực nhỉ,5,
Máy rất tốt,5,
Rất ok,5,
Hiện tại dùng đến giờ vẫn rất ổn,4,
Hài lòng,5,
"Mua được 1 tháng lỗi chập chờn nói người khác không nghe , bảo hàng tận 56 ngày mới trả máy , dùng được 2 ngày thì lỗi lại tới TGDD thì bảo mang đi BH lại . Thôi đi sửa ngoài cho lành chứ bh tận 2 tháng thì ối dồi ơi",1,
Sản phẩm tốt. Nhưng bị hạn chế một số tính năng của máy. K đa dạng như android,5,
Rất tốt,5,
"Mh có mua đt ip 11 tại tgdd, dùng hơn 1 tháng thì bị cháy led 1 góc, nhìn là biết lỗi từ phía nhà sản xuất. Đem đi bảo hành thì nhân viên đùn đẩy trách nhiệm từ người này sang cửa hàng khác, lúc đầu báo BH 15 ngày sau lại báo 30 ngày. Sao 1 hãng lớn thông tin BH lại không thống nhất vậy. Xong lúc đầu nv báo đổi máy mới mất 10%, sau vài hôm nv lại báo mất 20% đổi máy. Chán thật sự với cách giải quyết bảo hành cho KH, giờ KH không có máy dùng thì nv báo 1 có 1 cái máy nào cho KH sử dụng trong thời gian bảo hành. Tgdd bán 1 máy lỗi cho khách giờ không có 1 chút trách nhiệm với KH, giờ lại bắt KH chịu phí đổi máy chưa kể đem máy đi BH không có 1 cái tem niêm phong nào đảm bảo không rã máy khách trong quá trình thẩm định máy , chế độ BH không có 1 chút lợi ích gì cho KH, đùn đẩy trách nhiệm thông tin BH lại không thống nhất. Thật sự mà nói trước đây mình mua mọi thứ điện thoại, điện máy đều ở đây. Sau lần này sẽ không bao giờ quay lại nữa! Yêu cầu bên phía tgdd có trách nhiệm sau khi bán sp lỗi cho KH, chứ không phải tư vấn chỉ để bán hàng, xong thì không có trách nhiệm như vậy được!",1,
nhân viên tư vấn rất ok,5,
"Nói chung xài cx tốt, màn hình to vs lo tốt pin thì đánh giá tầm trung thôi camera chụp phải nói rất đẹp, điểm trừ lớn nhất có lẽ là mặt lưng í dễ xước gây mất thẩm mĩ cực . Nói chung okay",4,
Hang tot. Dich vu tot,5,
Mọi thứ đều tốt Pìn 3100 xài 2 ngày quá tuyệt vời hệ điều hành Android pin 5k chỉ xài được 1 ngày. Nhân viên thế giới Di Động ở lai uyên bàu bàng bình dương phục vụ nhiệt tình rất tốt 👍⭐⭐⭐⭐,5,
Mua ở thế giới di động rất hài lòng,5,
Máy dùng tốt,5,
Ok,5,
"Cũng ngon, đang dùng androi quen nên dùng cái trợ năng k quen cho lắm",4,
Điện thoại mua ở thế giới di động rất tốt rất hài lòng,5,
"Sản phẩm tốt. nhân viên nhiệt tình, chu đáo. Sẽ ủng hộ điện máy xanh, tgdđ.",5,
Mọi thứ đều rất ổn,4,
vào mess gọi điện toàn thấy ' đang kết nối ' k biết bị sao,3,
Dùng cũng đc 7 tháng r nhưng lúc mới đầu dung lượng pin tuột rất nhanh đến 95% thì bắt đầu ko thấy tuột nữa,4,
Rất tốt,5,
Rất hài lòng,5,
tốt,4,
Rất tốt,4,
Anh,5,
Nhân viên bán hàng nhiệt tình Kỹ thuật hỗ trợ rất tốt,5,
Rất tốt,5,
Tốt,5,
"Ngoại hình tốt. Máy mượt, dùng rất ngon.",5,
Tốt lắm,5,
iphone xài quá là sướng đang xài cả iphone sam sung vivo oppo. nói chung thì thấy iphone là mượt mà nhất so với tầm giá. điểm trừ là phải thêm củ sạc 20w chính hãng apple nữa mất 690k. xạc pin nhanh cho nên là máy có thể nói là máy nóng m sợ nó hư hong nên lúc nào xạc pin m cũng lấy cái quạt mini quạt cho nó haha,4,
Cho em hỏi sạc em dùng củ sạc chính hãng khi cắm sạc máy lại nóng tầm 15p mới hết có lỗi,3,
Tốt,5,
Rất tốt,5,
"Sản phẩm tốt, giá hợp lý",4,
Minh la khach hang than thiet cua tgdd..minh da tung mua hang ben tgdd may trăm trieu roi cu vao lich su mua hang cua minh la biet.vi vay de nghi tgdd.phai co trach nhiem voi minh,1,
Rất ok,5,
"Nhân viên khá nhiệt tình, máy mua 2 tháng r khá ổn Chán cái phải mua sạc riêng mất 690k",5,
"Mới mua góp 1 máy ở ĐMX, NV báo trả góp trả trước 4.223.000, Nhưng về kiểm tra trên bill vs app trả góp lại thì thấy tiền trả trước có 4 triệu, còn 223k kia nv báo là tiền bảo hiểm gì gì đó mà trong khi đó mình không mua bảo hiểm mà nhiên viên tự cộng vào, ĐMX bây giờ không những ép khách mua hàng mà còn ép khách mua bảo hiểm trong khi mình đâu đồng ý. Quá thất vọng về ĐMX sẽ không bao giờ ghé mua hàng nửa",2,
Rất hài lòng,5,
Rất hài lòng,5,
Ok,4,
Sp tốt Nhân viên nhiệt tình Cảm ơn mọi người ạ ❤️,5,
Rất tốt,5,
Sản phẩm này ok,5,
Iphone 11 ngon ngon,5,
Xài rất ok,5,
Bình thường,4,
Mình thấy máy sạc lúc nó bị nóng,4,
Tot,5,
máy dùng rất ok,5,
Bên fpt thì có 10 triệu mấy. Mua bên đây thì 11 triệu mấy,1,
Mượt và nhanh,4,
Đt sài cx ok,4,
Đã mua mượt pin trâu khỏi bàn đáng từng xu,5,
Ok,4,
Tư vấn bình thường,3,
Tốt,5,
Tuyệt vời,5,
Điện thoại xài OK,5,
Điện thoại sài ok nhưng cáp sạt mau hư quá không pik có bảo hành cọng cáp không ạ,4,
chất lượng và phục vụ tốt,5,
Đang rất ổn,4,
Sản phẩm ok mới dùng pin cũng hơi hao nhanh.,5,
tệ,2,
Sài rồi sản phẩm rất tốt nhân viên rất nhiệt tình ❤️❤️❤️,5,
iPhone mới đập hộp mà 1 loa có tiếng 1 loa ko tiếng,3,
"Máy dùng mượt, pin trâu. Nhân viên vui vẻ, tư vấn hỗ trợ nhiệt tình.",5,
tốt và dễ sử dụng,4,
Rất tốt,5,
Em mới mua về mà sao loa bên trái không nghe được,4,
"Tôi mua iPhone 11 về sử dụng sóng yếu, wifi quá yếu so với máy hiệu khác, sóng thường xuyên 3 vạch mang lại TGDĐ họ nói bình thường. Quá buồn!",1,
Tot,4,
Hiện tại dùng ổn Cảm ứng hơi kém nhạy không biết có phải do dán cường lực không,5,
Rất tốt,3,
Mới dùng được 2 ngày vì từ iphone7 lên nên cảm giác rất tốt,4,
Hàng ok,4,
Giá thì đắt so voi chỗ khác,1,
Ok,5,
Sp tốt so với tầm giá,5,
"Mình đã mua được 2 tuần, vẫn đang dùng tốt. Hi vọng máy sẽ bền lâu vì nhu cầu mình cơ bản công việc văn phòng.",4,
Sản phẩm rất tốt,5,
Đc,4,
Dung thì vẫn OK chưa thấy có gì bất ổn,3,
"Máy dùng ok, khá là tốt mỗi tội khi sạc pin thì hay bị nóng máy",4,
Dùng đt pin nóng,3,
Sài OK lắm pin châu nữa.,5,
Hài lòng,4,
tốt,5,
Quá tuyệt vời,5,
Đẹp lắm,5,
Ok . Giá Hợp lý,5,
Tôt,5,
Rất đẹp,5,
Rất ok,4,
Giá rẻ,5,
Ok,5,
Các bạn nhân viên tiếp đón rất tốt rất nhiệt tình,5,
"Điện thoại chụp hình đẹp, pin trâu, chơi game tẹt ga. Quá ngon luôn 💕",5,
"Sản phẩm chất lượng, tư vấn viên nhiệt tình thân thiện….",5,
Tốt,4,
Dịch vụ nhah gọn. Phục vụ chú đao,5,
