Comments,n_stars,len_cmt,Pin,Performance,Camera,Màn hình,Ngoại hình,Service,Others,SBat,SPer,SScr,SCam,SDes,SSer,SOth,Label
"Pin xài nhanh k trâu như lời đồn .. chỉ sài tiktok tầm 4,5tieng là hết pin .. mua máy đập hộp tin tưởng nên k kiểm tra kỹ .. về nhà thấy trên màng hình trầy vài đường cực nhỏ .. nhìn ký vào màn mới thấy .. đem ra hỏi nhân viên k cho đổi .. thất vọng",2,249,1,0,0,1,0,0,0,0,,,-1,,,,
E mua máy đc một tuần chỉ nghe nhạc lướt fb pin tụt quá nhanh máy nóng dùng được nửa ngày hết pin xin hộ trợ,1,108,1,0,0,0,0,0,0,0,,,,,,,
mua xong xài 1 tuàn thấy cũng bình thường không gì mới.có Face ID thì nhanh và chính xác cực kỳ,5,95,0,0,1,0,0,0,0,,,1,,,,,
"Cũng ngon. Mỗi tội chơi game chán, sạc chậm. Tại từ Xiaomi qua. Đc cái đa nhiệm IOS tốt hơn Adr rất nhiêu",5,105,0,1,0,0,0,0,1,,-1,,,,,0,
máy dùng tốt mượt mỗi tội màu xanh lá của mình dễ bị tróc sơn khung viền quá,5,76,0,1,0,0,1,0,0,,1,,,0,,,
Sản phẩm tốt. Nhưng bị hạn chế một số tính năng của máy. K đa dạng như android,5,78,0,0,0,0,0,0,1,,,,,,,0,
Ae dùng ngoài trời 1 lúc có bị nóng phía dưới màn hình gần chân sạc k. Chứ của e nó nóng phần dưới đấy,3,102,0,1,0,0,0,0,0,,0,,,,,,
"Toàn thấy chê nhỉ. Đây mua máy về dùng ưng ơi là ưng, pin tốt. Máy mát, mượt, cam đẹp, Ai ngon.",5,95,1,1,1,0,0,0,1,1,1,1,,,,1,
"Ip của mình luôn tự giảm âm lượng chuông là sao ạ, đã tắt tính năng nhận biết sự chú ý rồi mà vẫn k được",3,104,0,0,0,0,0,0,1,,,,,,,0,
"Máy mua mới đúng 1 tháng, mặc gì sài rất kỉ , sài tới 20% là sạc, canh khoảng 1h30 phút vừa đủ 100% là ngắt điện ,nhưng hiện tại thì pin còn 99% , thất vọng",2,156,1,0,0,0,0,0,0,-1,,,,,,,
"Đáng tiền hơn 2 con pro với pro max Màn hình ko bị rỗ như con XR, trãi nghiệm tốt",5,81,0,0,0,1,0,0,0,,,,1,,,,
Mới mua được hơn 1 tuần ... Mọi thứ đều ok ... Nhân viên phục vụ tận tình ... Trò truyện vui vẻ ... Dt thì quá ngon ... Để qua đêm có khi tụt 1% có khi k tụt ... Pin xài đc hơn 1 ngày (chỉ lướt face + youtube) mình xài khá nhìu ...,5,231,1,0,0,0,0,1,1,1,,,,,1,1,
Máy mua được 1 tuần. 1 đêm ko dùng tụt 5% có ổn ko ạ. Máy dùng 5 tiếng thì ht pin,3,81,1,0,0,0,0,0,0,0,,,,,,,
"Năm nay màu Xám tự nhiên đẹp nhất, rồi tới màu trắng đẹp nhì (chính giữa là 15 promax trắng)",5,92,0,0,0,0,1,0,0,,,,,0,,,
Mua tại TGDĐ QL50 tt.Cần Đước ổn áp thực sự sau 1 tháng sử dụng. APPLE nên lắng nghe người dùng về pin vì hay nóng và mau hết. TGDĐ 5sao,5,136,1,0,0,0,0,1,0,0,,,,,1,,
"Sp tuyệt vời xài rất ngon, màn hình đẹp k có rỗ như mọi người nói, pin trâu bò, lướt face, zalo, chơi game mà dc gần 1,5 ngày.",5,126,1,0,0,1,0,0,0,1,,,1,,,,
iPhone 11 mới mua mà sao cứ tự động chụp ảnh màn hình hoài v ạ cập nhật phần mềm được 3 hôm thì r nó cũng v,2,107,0,0,0,0,0,0,1,,,,,,,0,
Mới mua về mà nhanh hết pin rõ chán chả dùng gì nhiều .sáng đi còn 34% tối về sập nguồn,1,87,1,0,0,0,0,0,0,-1,,,,,,,
"đã xài hơn 1 tháng, không chơi game nên pin xài được 2 ngày, camera ổn, nói chung là hài lòng",5,93,1,0,1,0,0,0,0,1,,1,,,,,
tui mua điện thôi ơi thế giới di động độp họp luôn mà bị hở mắn hình rớt buồn . mua được 47 ngay . không có lam rớt . sai rất kỹ,1,128,0,0,0,1,0,0,0,,,,-1,,,,
Máy pin khá là trâu dùm 2 ngày nếu tát vụ bình thường còn game thì tầm 1 ngày camera khá là xấu nên thêm áp là ok tát vụ nhanh mượt,4,131,1,1,1,0,0,0,0,0,1,-1,,,,,
"Nhân viên bán hàng tư vấn rất nhiệt tình, vui vẻ, rất dễ thương tôi rất hài lòng",5,80,0,0,0,0,0,1,0,,,,,,1,,
"Điện thoại mk mới mua hôm 2710 đến hnay là 211 mới dùng đc mấy hôm mà đt tụt pin nhiều quá có 7tiếng đồng hồ mk tắt hết wifi, 4g và các tác vụ ứng dụng chạy ngầm và không dùng điện thoại trong thời gian đó nhưng vẫn bị tụt mất 6% pin ra cửa hàng thì các kêu bình thường và k hỗ trợ mấy mới mà vậy thì",3,300,1,0,0,0,0,1,0,-1,,,,,0,,
Mở mới mua hm 19/11 về dùng on Facebook vs TikTok 1h hết 9% pin như vậy ổn Ko vậy ad ơi,3,87,1,0,0,0,0,0,0,0,,,,,,,
"Pin dì hao pin như gì luôn, mua đc 8 tháng pin còn 88%, mang ra tgdd thì kiểu đổi lỗi cho mình, cũng kh cần kt nói đưa đi bảo trì cv thôi, chán",1,143,1,0,0,0,0,1,0,0,,,,,-1,,
"Mới mua máy hôm 25/4 máy tụt pin quá nhanh, từ 100% xài được khoảng 2 -3 tiếng là đã xuống dưới 20%, xài rất ít nhưng tới 15h chiều là đã hết pin, nhờ TGDD hỗ trợ ktra hoặc đổi máy khác ạ?",3,188,1,0,0,0,0,0,0,0,,,,,,,
Loa bên trái iphone 11 là gì mà ko nghe được ạ Xin được hổ trợ…………………………………………….,4,80,0,0,0,0,0,0,1,,,,,,,0,
"Pin hiện tại của mình tụt rất nhanh . Ngày 3/1/2024 mình kiểm tra pin 96% , hôm nay 12/1 pin chỉ còn 94%",3,104,1,0,0,0,0,0,0,0,,,,,,,
"Sử dụng được 4 tháng thì pin hao còn 95%, Pin còn 70% sau 1 đêm thì tắt nguồn là như thế nào ạ",2,94,1,0,0,0,0,0,0,0,,,,,,,
Mình mới mua hôm qua dùng rất ok rẻ mà ngon nha. Dòng realme k nổi trội như những hãng khác nhưng độ đầm và độ bền theo thời gian thì chắc k thua ai.cá nhân mình thấy ram6gb vật lý hay bản 8gb sài ổn rồi nên tắt ram ảo đi máy xử lý nhẹ hơn ít nóng hơn,5,251,0,1,0,0,0,0,1,,0,,,,,1,
"Giao hàng nhanh, nhân viên nhiệt tình, khuyến mãi hấp dẫn.......................",5,80,0,0,0,0,0,1,1,,,,,,1,1,
alo sao điện thoại mình không kết nối được wifi dù đã reset lại cả điện thoại cả cục wifi,3,89,0,0,0,0,0,0,1,,,,,,,0,
"Điện thoại nhỏ gọn, sủ dụng mượt. Mặc dù màn hình không phải là OLED nhưng cũng rất đẹp không rỗ như mọi người đâu. nói chung mọi thức điều OK",5,142,0,1,0,1,0,0,1,,1,,0,,,1,
"Tôi mua iPhone 11 về sử dụng sóng yếu, wifi quá yếu so với máy hiệu khác, sóng thường xuyên 3 vạch mang lại TGDĐ họ nói bình thường. Quá buồn!",1,142,0,0,0,0,0,0,1,,,,,,,-1,
"Cho mình hỏi, mình mua ip 11 được 6 ngày, máy mình mỗi lần sử dụng camera tầm 1p là bắt đầu nóng dần lên. Đây là do máy như vậy hay bị lỗi? Mong được hỗ trợ",3,156,0,0,0,0,0,0,1,,,,,,,0,
"Mình đợi và mua được đúng con máy màu hồng xinh lắm, máy mượt, pin trâu, nếu ai không quan trọng màn hình 60Hz và 120Hz với 2 so với 3 camera thì nên mua nhé",5,157,1,1,1,0,1,0,0,1,1,0,,1,,,
Cho em hỏi sao em vừa mua được 2 ngày nhưng pin nhanh tuột lắm ạ? Thì có được hỗ trợ gì không ạ?,3,96,1,0,0,0,0,0,0,0,,,,,,,
màu vàng rất chi BD.chạy mướt chỉ có viền máy dày nhìn hơi thô.mua dc giá 13tr5 đập hộp tạm ổn,5,94,0,1,0,0,1,1,0,,1,,,0,0,,
Hàng ip11 mua 1/11/2019 đã cài đặt lại và cập nhập phiên bản mới vẫn bị sự cố tự dưng tắt nguồn,1,95,0,0,0,0,0,0,1,,,,,,,0,
Ip của tôi mua được hơn 10 ngày bị tróc miếng nhựa đằng sau mang đi hãng đổi nhưng hãng không chán thật,1,103,0,0,0,0,1,1,0,,,,,-1,-1,,
"Mới mua ngày 03/02/2021, hôm nay vô kiểm tra đã mất 2%, pin gì kém chất lượng vậy",3,81,1,0,0,0,0,0,0,-1,,,,,,,
Em đánh giá khá tốt về sản phẩm này nhưng cho em hỏi sao sau 1 đêm sp bị hao pin nhiều thế ạ. Trung bình sau 1 đêm mất 10% pin,5,126,1,0,0,0,0,0,1,0,,,,,,1,
Điện thoại mình vừa mua được 11 ngày thì vỡ màn hình thì có được thay miễn phí không ạ.,5,87,0,0,0,1,0,0,0,,,,0,,,,
E mới mua 11 từ 29/10 được hơn tháng máy không lỗi lầm gì bây giờ của hàng mua lại được bao nhiêu ạ. Máy mua bên tgdd ạ,4,119,0,0,0,0,0,0,1,,,,,,,0,
Em cũng mới mua 1 tuần mà sao sạc 20w cở 60 70% lại bị nóng lên . Rồi khi đag sử dụng cũng nóng thì có bị s k ạ,3,111,0,0,0,0,0,0,1,,,,,,,0,
Sài đc 3tháng mọi thứ điều ổn. Hoi thay vọng về viên pin sau 3 tháng còn 99% 😢😢😢😢,4,81,1,0,0,0,0,0,1,-1,,,,,,0,
"Mua được gần 1 tuần theo đánh giá cá nhận trong tầm giá này không có đối thủ, pin dùng tốt được khoảng 1,5 ngày nếu",5,115,1,0,0,0,0,1,1,0,,,,,1,1,
Pin tuột nhanh. Mua máy mới k được khui hộp.sài dòng f7 đâu tệ như reno 11. Chán và thất vọng,1,93,1,0,0,0,0,0,0,-1,,,,,,,
"sao mới mua về điện thoại sài cở 15p là nóng hổi luôn ạ , mua được 3 ngày rồi ạ , mong rep em ạ",3,95,0,1,0,0,0,0,0,,0,,,,,,
Cho hỏi sạc pin 4 tiếng mà 80%ko đầy là lỗi máy hay sạc lần đầu sạc cũng rất lâu mới đầy,4,88,1,0,0,0,0,0,1,0,,,,,,0,
"vừa mới nhận ngày 27,trải nghiệm được 4 ngày, pin cực trâu, chụp hình đẹp.Nhân viên tư vấn rất chuyên nghiệp, nhiệt tình.",5,121,1,0,1,0,0,1,0,1,,1,,,1,,
Sản phẩm thật tuyệt vời đặc biệt nhân viên ở đây rất nhiệt tình và mến khách chắc chắn sẽ có dịp mình quay trở lại đây mua hàng tiếp,5,132,0,0,0,0,0,1,1,,,,,,1,1,
"máy sài tốt, pin trâu, chụp hình xinh, nhân viên tư vấn nhiệt tình và dễ thương ạaaaaaaaa",5,89,1,0,1,0,0,1,0,1,,1,,,1,,
"Máy nóng,bắt sóng kém , cảm ứng ko kiểu chữ nhỏ là bấm lệch.chíp ko mạnh.bấm tin nhắn trò chuyện khi chơi game mà bấm thứ 2 chủ nhật mới nổi.thua máy trung quốc nữa",2,164,0,1,0,0,0,0,0,,-1,,,,,,
Xài gần đc 1 tháng nói chung máy đẹp xài rất ok . Ai có ý định hốt e này zia thì triển liền đi ạ😘😘😘😘😘,5,101,0,0,0,0,1,0,0,,,,,1,,,
"Mới mua hôm nay luôn, về kiểm tra là bị vậy, ko biết có sao ko luôn. Cây iphone mua trước đâu gặp vấn đề này",2,108,0,0,0,0,0,0,1,,,,,,,0,
"đây là ảnh lỗi của phần phản hồi trước của em ạ Dạo này nó cứ bị nặng hơn. Cái tai nghe có dây em mua 790k, nếu là lỗi về tai nghe thì em còn được bảo hành không ạ",4,163,0,0,0,0,0,0,1,,,,,,,0,
Mình mới dùng được hơn một tháng mà pin tụt còn 99% trong khi đó minh ko chơi game chi sử dụng để nghe gọi mạng xã hội và cũng sac pin đúng cách,3,144,1,0,0,0,0,0,0,0,,,,,,,
Sao ip 11 mình mới mua 3 tháng giờ nó bị gì mà tự khởi động lại qài lun bấm chừng 5 10p là nó lại bị k pk có vấn đề gì về bin k,3,127,1,0,0,0,0,0,1,0,,,,,,0,
Máy bắt sóng wifi kém. Cảm biến vân tay và khuôn mặt không nhạy. Không thấy xuất hiện bản ghi âm cuộc gọi. Loa nghe không hay,2,125,0,0,0,0,0,0,1,,,,,,,-1,
"Em mới mua ip11 được 10 ngày, mà pin sau 1 đêm giảm 5-6% luôn v ạ ( em kh chơi game chỉ lướt web, trc khi ngủ tắt hết wifi, Bluetooth ,...rồi ạ)",4,144,1,0,0,0,0,0,0,0,,,,,,,
Hồi trc em sài cái ip7plus chụp hình = cam thường ok lắm nó kh bị kiểu ghè ghè hột hột vô hình . Còn h sài cái ip 11 chụp = cam thường nó cứ bị nhiễu nhiễu ảnh kh dc ok Kh bt phải tại camera lỗi kh nữa,2,201,0,0,1,0,0,0,0,,,-1,,,,,
"Mình vừa test máy mới, sao máy này game liên quân ko bậc được cấu hình HD bạn nhỉ?",4,82,0,0,0,0,0,0,1,,,,,,,0,
"Mua đt về tầm chục ngày thì bị hỏng dây sạc, cho hỏi em có được hỗ trợ đổi trả ko ạ",3,83,0,0,0,0,0,0,1,,,,,,,0,
nhân viên tư vấn kg nhiệt tình . chưa xong khách hàng nay bỏ đi tư vấn khách hàng khác làm đợi mất thời gian không tôn trọng khách hàng,3,135,0,0,0,0,0,1,0,,,,,,-1,,
"mới mua máy đc 2 tháng, từ 20/1- 17/3 đã bị sụt 3 % pin. cảm thấy ko đc hài lòng về chất lượng?",3,95,1,0,0,0,0,0,0,-1,,,,,,,
Mình dùng và và trải nghiệm hiệu năng rất tốt. Có điều màn hình do iphone bảo vệ mắt người dùng lên ko xuất sắc như đời iphon6s (hơi ngả vàng) dùng lâu cũng quen. Cần nắm thao tacx tốt,5,184,0,1,0,1,0,0,0,,1,,0,,,,
"Mua máy cũ còn bảo hành hãng. Chức năng tốt, ngoại hình không đẹp lắm, bị xước rõ màn 🥲",3,87,0,0,0,1,1,0,1,,,,-1,-1,,1,
#34169284 có giao phú giáo k ạ alo alo alo alo alo alo alo alo apo apo apo alo alo,5,82,0,0,0,0,0,0,1,,,,,,,0,
Mk mới mua đk 1tuần mà máy sóng kém lúc nào cũg chỉ đk 2vạch sóng thôi.có phải máy bị lỗi sóng ko?,4,98,0,1,0,0,0,0,0,,-1,,,,,,
"Máy rất ổn, nhân viên tư vấn rất nhiệt tình và hướng dẫn cụ thể. Mua hàng ở dmx và tgdd rất an tâm",5,98,1,1,1,1,1,1,0,1,1,1,1,1,1,,
Mn cho mình hỏi là tại sao cập nhật lên 14.7 thì bị Thông Báo Quan Trọng Về Pin vậy???,4,86,1,0,0,0,0,0,0,0,,,,,,,
Màn hình nhỏ thêm tý nữa . Và mắt cam nhỏ hơn và để chìm hơn sẽ đẹp hơn. Camera nét hơn và thực tế hơn nữa thì nhất luôn.,4,121,0,0,1,1,0,0,0,,,0,0,,,,
Dùng dc 1 tháng rồi mọi thứ tốt.nhưng khi sử dụng ngoài trời thì máy nóng quá.,4,78,0,1,0,0,0,0,0,,-1,,,,,,
Mình mới mua xong 13/8/2021 s k đc giảm giá. Như trên áp giá chưa giảm là 17trieu490 chỉ được giảm 1 triệu còn 16490,4,116,0,0,0,0,0,1,0,,,,,,0,,
Mới mua được một tuần cũng ổn tuy nhiên màn hình hơi rổ và ám vàng. Mua màu trắng khá đẹp nhân viên tận tình chu đáo.,4,117,0,0,0,1,1,1,0,,,,0,1,1,,
Điện thoại mới 100% chưa xảy ra vấn đề gì nên tạm thời dùng tốt chưa có gì để nói thêm :))),5,91,1,1,1,1,1,0,0,1,1,1,1,1,,0,
"Iphone 11 mới mua ddc 3 ngayf xạc mới 5 lần mà máy nóng như than , k dùng đến máy vẩn nóng",2,90,0,1,0,0,0,0,0,,-1,,,,,,
"Mua cho bố, ngoại hình đẹp loa khá xịn, màn hình tốt, pin trâu ,sạc nhanh. Nhân viên phục vụ rất nhiệt tình",5,107,1,0,0,1,1,1,0,1,,,1,1,1,,
Sao mình mua máy bóc seal về mà ngay dung lượng pin lại có dấu * để là pin trước khi hiệu chỉnh v ạ ??,3,102,1,0,0,0,0,0,0,0,,,,,,,
Minh la khach hang than thiet cua tgdd..minh da tung mua hang ben tgdd may trăm trieu roi cu vao lich su mua hang cua minh la biet.vi vay de nghi tgdd.phai co trach nhiem voi minh,1,179,0,0,0,0,0,0,1,,,,,,,0,
Cách khắc phục khi gọi điện điện thoại cứ tắt màn hình thì làm như nào ạ. Em xin câu trả lời ạ,5,94,0,0,0,1,0,0,0,,,,0,,,,
"Em vừa mua con 11 ở tgdd, dùng đc 1 tuần thì thấy mọi thứ cũng khá ổn, có mỗi độ cảm ứng đôi lúc ko nhạy lắm, soạn tin nhắn hay bị nhảy chữ mặc dù bấm e mà lại hiện u, chơi game có khi bấm ko nhạy. Cho em hỏi như vậy là bị lỗi hay do bản chất con 11 ko nhạy cảm ứng vậy ạ?",3,272,0,0,0,1,0,0,0,,,,0,,,,
Mọi thứ đều rất tốt..đồ nước ngòak chất lượng quá chời..phải chi pin đc 5000ahm,4,79,1,1,1,1,1,0,0,0,1,1,1,1,,,
"Mua ở TGDĐ Vĩnh Kim. 4 bạn nhân viên tiếp đãi rất nhiệt tình. Máy thì ngon rồi, không có gì để chê. 5 sao!",5,106,1,1,1,1,1,1,0,1,1,1,1,1,1,,
Trên cả tuyệt vời mỗi tội vừa trả góp tất toán hợp đồng xong ra cửa rơi mất 😔,5,77,1,1,1,1,1,0,0,1,1,1,1,1,,,
Máy nhanh mượt màn hình đẹp.Điểm Antutu benmark rất cao.Mua màu trắng sữa đẹp. Phát nhạc Bluetooth ra amply hay.Apple music có chế độ nghe nhạc lossless. FaceID nhanh.Game mượt.IOS 15 pin tốt.Sạc nhanh.,5,202,1,1,0,1,1,0,0,1,1,,1,1,,,
+ pin trâu + cam thiếu tele zoom xa hơi bất tiện + mạng 4g không ổn định trừ 1 sao + sóng sánh không ổn khi dùng 2 sim trừ 1 sao,3,128,1,1,1,0,0,0,0,1,-1,0,,,,,
Sử dụng gần 1 tháng rất ok Trước thì 5* nhé sẽ đánh giá tiếp theo thời gian tới,5,79,1,1,1,1,1,0,0,1,1,1,1,1,,,
"M cảm thấy pin nhanh hết.bình thuong minh chỉ luot wed.nt thôi mà 1 ngày đã hết pin. Trong khi ko xem phim, chơi game hay j cả. Liệu vậy có sao ko nhỉ. Ko dc bền pin cho lắm.hơi thất vọng",3,187,1,0,0,0,0,0,0,-1,,,,,,,
"Sau 1 đêm không sd, tắt hết 4g và các ứng dụng khác thì pin vẫn tụt 5%, đt bắt sóng wifi rất yếu. Wifi công ty mạnh ai cũng sử dụng được mà khi tôi dùng đt mới này không goi được cả zalo",3,186,1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
"Sản phẩm rất tốt, xài mượt, pin rất trâu. Nhân viên rất nhiệt tình và vui vẻ ko thể chê được @@",5,95,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0
Thi thoảng đơ cảm ứng màn hình hài chán thật Không biết sẽ bảo hành cho mình như nào ạ,3,86,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0
Dùng cũng đc 7 tháng r nhưng lúc mới đầu dung lượng pin tuột rất nhanh đến 95% thì bắt đầu ko thấy tuột nữa,4,107,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
Nếu những người trong tầm giải trí thì rất ok hàng rất tốt và trải nghiệm khá tốt với lại tầm giá công nhân và sinh viên cũng có thể với tới được,5,145,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Iphone 11 mới đón e nó về hôm mùng 6 tết dung duoc 03 ngay cam nhan:máy đẹp pin rất ok trải nghiệm nhanh,Mượt màn hình với tôi thì quá ok rồi Camera rất tốt Nhân viên chu đáo nhiệt tình vui vẻ tôi đã mua nhiều sản phẩm từ TGDĐ và ĐMX NÓI chung ok",5,245,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0
Máy sài rất êm chụp hình rất đẹp không chê vào đâu được nói chung là OK lắm,5,75,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
tôi mới mua máy tối hôm qua. Về dùng ko ok lắm. Gọi zalo Facebook rè rè nghe ko rõ,2,82,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1
Máy dùng ổn nhưng pin tụt rất nhanh. Pin tụt nhanh thì có thể đổi mới trong vòng 1 tháng không ạ,3,96,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
cho em hỏi máy em mua khoản được 8 tháng còn trong thời gian bảo hành máy tuột pin nhanh còn 87 thì bên thế giới di động có chính sách thay pin không ạ,3,151,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
Cảm nhận ban đầu thấy khá ok.. pin trâu. Camera tốt . Game thì khỏi phải nói nữa r.. chỉ có cái màn hình nhưng cũng chấp nhận dc,5,128,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
Mua ip 11 ngày 5/7/2011 mà về sạc chỉ lên đc 80% tắt tính năng tối ưu hoá vân k thấy lên % pin,3,94,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
"Mua máy ngày 8/9/20 giao tận nhà với giá tiền 17,990k nói chung chơi game liên tục 4-5h, cpu khá nóng chắc do điểm chung của chip nó thế, máy bao mượt và chụp đêm hay thiếu sáng đẹp như pixel",5,191,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"Tạm thời thấy khá ok, mong tgdd luôn nâng tầm để kh có những trải nghiệm tốt hơn nữa!",5,85,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Điện thoại rất đáng để mua. Mát mẻ mượt mà. Nhân viên tư vấn vui vẻ nhiệt tình! Xứng đáng 5sao ạ,5,96,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
Hồi mua máy đổi trả nghe mấy chị bán hàng tư vấn.họ nói máy này khách trước mới mua chưa được 1 tháng rồi trả lên đời cao hơn.nên mình nghỉ chắc còn zin 100%..ai dè về nhà test áp suất máy ko còn.chắc bị bung ra rồi.buồn thật sự.còn mọi thứ điều ok..wifi hơi chập chờn tự mất,4,275,0,1,0,0,0,1,1,0,0,-1,0,0,0,-1,1
"Mình đang sử dụng app tiktok thì màn hình tắt rồi tự bật lại là bị sao ạ, add giúp e.!",3,86,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0
"Em mới mua từ ngày 4/11 xài chưa được 1 tháng nhưng mấy hôm gần đaay cứ để qua đêm là nó lại tụt xuống 10% pin, không hiểu sao lậy vậy ạ. Trả lời giúp e",3,152,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
"Sản phẩm quá tuyệt vời, mọi thử diễn ra nhanh ngoài mong đợi, nhân viên vui vẻ. Mong TGDĐ sớm có dịch vụ dán máy PPF.",5,117,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
"Tggd ở 1077 hậu Giang quận 6 mấy ac ở đây phục vụ khách hàng rất nhiệt tình, cảm ơn a nhật rất nhìu ạ",5,105,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Mua hàng hệ thống này bảo hành an tâm khỏi phải lo nghĩ khi trong thời gian còn bảo hành,5,88,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"Mới dùng được 3 ngày đã dính panic full với resetcounter, không biết có được đổi máy mới không nữa, theo mình biết đây là lỗi nghiêm trọng liên quan đến phần cứng mà càng ngày tần suất máy tự khởi động lại sẽ càng cao, xài rất là ức chế",2,236,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1
Ns chung sài mượt sạc nhanh hơn redminote11 đa nhiệm sài ok vs mỗi tội pin ko cầm tý pin hết hơi nhanh,5,102,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0
"Mua được 1 tháng lỗi chập chờn nói người khác không nghe , bảo hàng tận 56 ngày mới trả máy , dùng được 2 ngày thì lỗi lại tới TGDD thì bảo mang đi BH lại . Thôi đi sửa ngoài cho lành chứ bh tận 2 tháng thì ối dồi ơi",1,216,0,0,0,0,0,1,1,-1,0,0,0,0,0,-1,-1
Mới mua tra gop hqua. ưu điểm Pin trâu cam đẹp. K hài lòng về tin nhắn ấn chữ bị lệch😔 . Chị nhân viên tư vấn rât nhiệt tình và dễ thương♥️,4,139,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1
Mua mới dc có 5 ngày về sập nguồn :)) ra tgdd thò bảo phải chờ đợi 7-14 ngày. Bỏ số tiền ra mua mà bh bắt phải chờ đợi hãng lớn mà sao làm ăn kì v,1,146,0,0,0,0,0,1,1,-1,0,0,0,0,0,-1,-1
Điện thoại sài rất oke mua đồ bên tgdd thì rất yên tâm tỉ lệ đồ lỗi rất rất thấp,5,80,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Bóc hộp 5 cái mới đươc 1 cái toàn bụi cam đốm màn thôi chế độ bảo hành 1 đổi 1 tại thế gioi di dong tốt nhiệt tình lúc ra về quản lý có ra xin lỗi mình vì máy lỗi nhiều quá nhưng khong sao mình đã chọn được máy như ý,5,216,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"Vừa làm con đỏ xong, canh sale mãi mới dc mức giá vừa ý, chế độ mua online ok như khi mua ở cửa hàng, chỉ có cái ko đc các em xinh tươi phục vụ niềm nở thôi =))",5,160,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Mới mua máy được 1 ngày, thấy mọi thứ vẫn ổn, pin sài đc lâu, camera chụp tốt. Màn hình nhạy, mọi thứ tốt.",4,106,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0
Thật xứng đáng đồng tiền bỏ ra mua con này sài quá ok với lại nhân viên nhiệt tình và thân thiện cho 10 sao luôn 😂😂,5,115,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"Máy vừa tay, hơi nặng chút. Chơi game tốt và pin trâu, loa ấm và sâu, cam rất tốt. Màn không được sắc nét lắm. 15tr thì vẫn nên mua ip11 để đạt được độ tin cậy cao nhất.",5,169,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,1
Oppo Reno 11 5g máy đẹp camera đẹp sát nét pin Sài lâu nguyên ngày vẫn chưa hết,5,79,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0
"Dùng đúng 1 tháng pin xuống còn 99 , để qua đêm thì tụt 3% pin, mà máy ko chơi, ko tải game gì cả",3,97,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
"Điện thoại đẹp, pin dùng rất khỏe, camera tốt..Nói chung không chê được ở điểm nào",5,82,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0
"Mua được 3 ngày. Lỗi đổi mới 1 lần. Cái mới đổi còn tệ hơn cái cũ. Liên hệ hỏi mà chưa thấy ad nào trả lời . Chắc mua này xong tạm biệt quá sáng giờ ko nghe được cuộc dt nào.đang nghe là im xong bấm tắt ko được, màn hình hiển thị lại là mình ko gọi được. 1 trải nghiệm rầu đời",2,276,0,0,0,0,0,1,1,-1,0,0,0,0,0,-1,-1
"Mình mua ở tgdd thị xã gò công, nhân viên rất nhiệt tình, mình mua đc vài ngày nhưng cưa ngủ dậy là nất 10% pin mặc dù tắt hết ứng dụng, vị trí, tự động cập nhật và để cả chế độ máy bay. Nhờ cửa hàng tư vấn nhé! Mình cảm ơn",4,223,1,0,0,0,0,1,0,0,-1,0,0,0,0,1,0
"máy rất mượt, chơi game đã, camera đẹp, thái độ nhân viên vui vẻ nhiệt tình, có điều mình mua máy mới thì muốn tự tay bóc seal hơn. chị nhân viên tự bóc hộp, tự bóc dt mà mình xót hết cả ruột @@",4,194,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
"Giờ được tặng tai nghe, mới mua 2 bữa trước không có tặng. Vậy giờ có đc tặng thêm k ad",3,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
