Comments,n_stars,len_cmt,Pin,Service,General,Others,SGeneral,SPin,SSer,SOth
"Mới mua được 1 ngày. Ck dùng j6+, còn mình dùng con này. Wifi ck m lúc nào cũng 3 vạch, mà dt này thì lúc 2 vạch , lúc 1 vạch, lúc đứng luôn. K hieur vì sao nữa. Dùng thấy bực mình.",3,44,0,0,0,1,2,2.0,2.0,0.0
"E ko đặt lại đc mk riêng tư,  nó cứ bị lặp lại nhiều lần ,  ko đặt thành công đc ,  giờ vào app nó cứ hiện lỗi hệ thống,  vui lòng đặt lại mk riêng tư 
E dùng realme 5i ạ",4,43,0,0,0,1,2,2.0,2.0,-1.0
"android 8.1 là tốt rồi độ bền cao giá tối lên mạng nhanh hôm trước máy dính nước mà vẫn sống hàng chất lượng cao ghê luôn quá tuyệt vời nên mua 
chống trộm cao luôn mạt khẩu sai khoá máy mot ngay",4,43,0,0,0,1,2,2.0,2.0,1.0
Nói thật ae muốn chơi liên quân thì đừng mua con này. Tôi mua một con khi chơi nó bị lỗi ở phím di chuyển cứ bị khựng lại rất khó chịu. Mặc dù đã ra tiệm đổi cái mới nhưng vẫn vậy,3,43,0,0,0,1,2,2.0,2.0,-1.0
Sao đt e sạc đc tới 85 e rút thì pin tụt xuống 79 rất nhanh nhưng từ 79 thì e lại xài tới ngày mai luôn mong bên shop phản hồi giúp e ạ e mới mua đc 1 tuần thì bị,4,43,0,0,0,1,2,2.0,2.0,0.0
"Con a70 này mình chơi game mượt bình thường k lỗi gì cả. 
Lỗi chỗ mình lướt wed lướt fb... Mình lướt nhẹ nó đi rất chậm tí thì đi nhanh. Kéo lướt wed k như dt khác nó chậm rất khó chịu",1,43,0,0,0,1,2,2.0,2.0,0.0
"Admin mình hỏi xíu. 2 bữa nay tự nhiên đang dùng nó tự chạy quảng cáo rất phiền. Lúc sạc pin cũng hiện lên quảng cáo khác.
Máy dùng nếu chơi game xíu là máy nóng ran, đôi khi cảm ứng bị đơ.",3,43,0,0,0,1,2,2.0,2.0,-1.0
"Sau một tuần sử dụng, thấy phần cứng khá tốt. Phần mềm cần phong phú hơn. Mong rằng vsmart học theo nhà táo, một năm không ra quá nhiều mẫu máy, mà tập chung vào hoàn thiện sản phẩm, tối ưu phần mềm.",4,43,0,0,0,1,2,2.0,2.0,1.0
"Dùng đc k' 10 ngay rồi nhưng hôn nay thấy máy có hiện tượng rối loạn cảm ứng, đang xem youtube lướt danh sách gợi ý thì k đc loạn hết cả lên , phải tắt máy khởi động lại thấy máy bt",4,43,0,0,0,1,2,2.0,2.0,0.0
Quá Mắc so với những gì nó mang lại thà thêm tiền mua Oppo Find X2 còn hơn. Hy vọng Reno 5 pro sẽ có chip snap đầu 8 màn 120hz hoặc chip đầu 7 mạnh nhất chứ ko phải là 720G,4,42,0,0,0,1,2,2.0,2.0,-1.0
"máy đẹp,cấu hình ổn,chip tuy không quá mạnh nhưng cũng chấp nhận được,các tính năng còn lại thì không có gì nổi bật tạm chấp nhận được trong tầm giá,tôi nghĩ nên cho thêm ram 128G thì sẽ tuyệt vời hơn nữa",5,42,0,0,0,1,2,2.0,2.0,1.0
"Mình cài đặt khóa vân tay lúc thì máy cho mở vân tay lúc thì cho mở kiểu quẹt hình, face id ko được nhạy, mình khóa xoay rồi mà máy có chế độ gì thông minh cũng xoay theo mình luôn",4,42,0,0,0,1,2,2.0,2.0,-1.0
"Màn hình điện thoại nó xuất hiện nhiễu như tv là sao thế nhỉ? Hôm nay máy mình bị lỗi đó khi xem ảnh, chơi game, video,... Nhưng ra màn hình chính lại không sao, những khoảng trông cũng không sao nốt.",4,42,0,0,0,1,2,2.0,2.0,-1.0
"Vừa mua tuần trước. Cam đẹp nét, không ảo. Loa lớn. Màn hình thon dài đẹp. Vân tay nhận hơi lâu vì dưới màn hình nhưng nhạy. Máy mượt chưa thấy dấu hiệu lag nhưng chụp hình thì hơi nóng phần cam.",5,42,0,0,0,1,2,2.0,2.0,1.0
"mua máy chưa được một tháng thì đã có dấu hiện lag , đứng máy rồi lúc thì màng hình đen lúc thì trắng phải đợi nó load xong mới dùng được . tóm lại nếu mn muốn mua nên cân nhắc",1,42,0,0,0,1,2,2.0,2.0,-1.0
Nhân viên thế giới di động (Bầu - Kim Chung - Đông Anh) vừa cài đặt xong. Test thử máy đơ luôn cảm ứng. Một lúc sau lại bình thường. Tạm trả lại do không có thời gian chờ test cái khác.,1,42,0,0,0,1,2,2.0,2.0,-1.0
Máy mượt chụp hình đẹp còn nếu mua chơi game thì quá tệ. Thấy dùng chíp 675 nghĩ chơi game ok lắm ai ngờ về chơi pubg thật quá thảm. Nếu ai có nhu cầu về game thì nên chọn máy khác,2,42,0,0,0,1,2,2.0,2.0,1.0
"Mới mua cho vợ tầm 1 tuần mà cảm ứng k nhạy, máy đơ, gọi điện thì nói chuyện tầm 1phut còn về sau thì bên kia nói k nghe gì, đã thử gọi nhiều người đều vậy. Để lên đổi lại",1,42,0,0,0,1,2,2.0,2.0,0.0
"IOS sài thi ok nhưng không biết sao tư nhiên viền máy bong tróc sơn. Mình mua máy màu đen bóng, có sài ốp lưng bảo vệ mà giờ viền bong tróc sơn. Có phải do sơn kém chất lượng không apple",3,42,0,0,0,1,2,2.0,2.0,-1.0
Màn hình như dòng iPhone6 plus .... thì sẽ có nhiều người mua dù giá có cao hơn chút ít! Hy vọng sắp tới sẽ có !!! Chưa thấy giới thiệu về dung lượng pin có lâu hơn dòng iPhone 8 không...?!,3,42,0,0,0,1,2,2.0,2.0,0.0
"Tính ra thế giới di động mua sản phẩm samsung A71,nhưng lại thấy FPT SOP bán giá rẻ hơn giá có 8.490.000 đ, 2 cửa hàng ở gần nhau,cùng 1 loại hàng, mà giá sao giá lại khác nhau,xin hỏi vì sao?",5,42,0,0,0,1,2,2.0,2.0,0.0
"Chất lượng sản phẩm hoàn thiện rất tốt
Cứng cáp, mẫu mã đẹp, màn hd nhưng khá đẹp, ko thấy rỗ.
Mỗi tội vân tay chậm và ko nhạy lắm, 10 lần thì hết 3 lần ko mở được bằng vân tay",4,42,0,0,0,1,2,2.0,2.0,1.0
Sản phẩm này dùng mượt nhưng chỉ có điều là chơi game liên quân mobile và Garena Free  Fire hay rật lag ram 2G lại khả dụng không đến 1G mình hối hận vì đá mua sản phẩm này chơi game,2,41,0,0,0,1,2,2.0,2.0,-1.0
Mình chơi game liên quân nhưng vào phần cài đặt chỉnh chế độ hình ảnh lên HD thì máy báo là cấu hình của bạn ko đủ đáp ứng đồ họa cao hơn thua máy A50 luôn mình rất thất vọng,3,41,0,0,0,1,2,2.0,2.0,-1.0
"Giá này với ch này liệu có nên thêm tiền mua ip7 plus chính hãng hoặc x lướt? Tôi thấy giá vậy là cao. Ví dụ con a51 giá 8tr chip cũng bt, viền nhựa lưng nhựa. Đắt và ko đẹp!",1,41,0,0,0,1,2,2.0,2.0,-1.0
Từ lúc sài androi tôi giờ chuyển qua ios cảm giác rất sướng . Máy mạnh không thể tả được . Máy sản xuất 2016 đến giờ vẫn còn mượt . Chứ androi thì 1.5 năm thôi là giật từng màn,5,41,0,0,0,1,2,2.0,2.0,1.0
Anh em sài note 7thử chạm vào phím tăng giảm âm và phím nguồn xem coi có bị hở và lắc qua lại ko?mình cũng bị vậy ko biết là do máy thiết kế vậy hay máy mình bị lỗi vậy?,5,41,0,0,0,1,2,2.0,2.0,-1.0
"Ủa mặt lưng nhựa hả, lấy cái tay nhấn nhấn lún cái mặt lưng luôn, mới xài chơi game tầm 15p đã nóng rang cái máy rồi. Màn hình k thực sự chống chói nắng tốt như nhân viên tư vấn.",1,41,0,0,0,1,2,2.0,2.0,-1.0
theo mình thì không nên mua - cam chụp lấy nét gần kém hầu như là không lấy dc - chạy tầm 2 ứng dụng thì máy tắt màn hình - sài dc 3 tháng mới thấy quả thật phí tiền.,1,41,0,0,0,1,2,2.0,2.0,-1.0
Mình mua bản 64G là 3tr290. Bắt wifi yếu hơn hẳn máy dòng trung quốc. Đứng gần mà vẫn chạy không bằng 2 con vivo oppo mình dùng. Hy vọng bản cập nhật lần tới cải thiện được vấn đề này.,4,41,0,0,0,1,2,2.0,2.0,0.0
Mình mua con đầu tiên về dùng được 1 tuần lỗi cảm biến tiệm cận khi gọi màn hình đen xì không hiển thị. Mang ra cửa hàng kiểm tra cậu nhân viên trao đổi lại là bị lỗi và đổi lại 1 con mới. Dùng thêm 1 tuần nữa tiếp tục bị lỗi như con đầu tiên. Cậu nhân viên chỗ mình mua rất nhiệt tình và tư vấn rất oke nhưng cuối cùng vẫn bị lỗi khi gọi màn hình đen xì ko hiển thị. Và mình quyết định trả lại và lấy lại 80% số tiền. Cảm ơn các bạn nhân viên cửa hàng,1,107,0,1,0,0,2,2.0,1.0,2.0
Tôi là 1 ng rất yêu thích dòng samsung cả gđ đều dùng samsung nhưng từ khi mua a50s thì tự thề với bản thân là k mua hàng samsung khi mới ra mắt nữa và trước khi mua xem đánh giá người tiêu dùng. Thường xuyên looding đứng ngay cột wf mà k thể mở fb hay youtube ngồi đợi .lâu lâu đang xem thì tự nhiên tắt rồi quay lại từ đầu. Nói chung là nếu được nhà sản xuất thu gom hết về kiểm tra thì tốt,1,90,0,1,0,0,2,2.0,-1.0,2.0
"Lần trước mình có dt iphon mua ở tgdd ko may cho mình vừa hết bảo hành thì sập nguồn ko lên .Mình có mang tới tgdd gửi sửa hộ .và bên sửa chữa có gọi lại là hỏng màn hình và ic nguồn .mình nói nó chỉ sập nguồn ko ảnh hưởng tới màn hình và xin nhận lại máy,thì máy đã bị thay màn hình ko đúng của máy .tgdd làm ăn sao mất uy tín đến vậy .thật là buồn",1,83,0,1,0,0,2,2.0,-1.0,2.0
"Đt mới xài 1 ngày chưa bàn tới nhưng mình không ngờ tgdd mà không có nổi người dán màn hình chuyên nghiệp. Dán mặt sau mất 50k mà dán bằng 1 tấm keo to xong lấy dao lam cắt miếng dán ấn mạnh cà vào cả mặt kính lưng của mình, cắt thì lem nhem thấy gớm quá phải mua miếng khác tự về dán thì lột ra thấy 1 vết dao lam trên kính. Xót quá, Thất vọng",2,80,0,1,0,0,2,2.0,-1.0,2.0
Hôm lấy máy mình thì vội công việc . Nhưng nhân viên cũng k kiểm tra lại phụ kiện đã đầy đủ chưa . Về hôm sau mình mới thấy thiếu cây lấy sim . Nó nhỏ thôi k đáng gì nhưng k có nhiều khi cũng bất tiện vì k có cái tháo sim . Với lại đáng lẽ khi giao hàng nhân viên nên kiểm tra lại cho khách . Quá chán,2,74,0,1,0,0,2,2.0,-1.0,2.0
"Mua cho cha dùng nên cũng chưa dùng nhiều,hủ yếu nghe gọi. Chỉ có điều thế giới di động tính tiền gian gian thế nào ấy. Mua vsmart yoy3 2tr690 lỗi về mic,nhân viên ko chịu đổi,mình phải đổi con này 2tr690 bù tiền 20% là 540k.nhưng nó ko tính vậy,nó bảo con trc 2tr690 trừ 285k tích lũy còn 2tr405.bây giờ lấy 2tr690-(2tr405-20%.2tr405)=766k.là phải bù 766k.mất hết thiện cảm mua hàng nơi đây",1,74,0,1,0,0,2,2.0,-1.0,2.0
Vừa nãy mình đi mua điện thoại ở thế giới di động mà có chị kia ở cửa hàng nói tất cả sản phẩm smatphone khi bên cửa hàng nhập về đều bóc hộp ra để kiểm tra và bày sản phẩm nên kệ hàng cho khách hàng xem (mình hoảng luôn khi máy ko nguyên hộp nguyên seal) có ai mua điện thoại gặp tình huống này ko nhỉ mọi người,1,72,0,1,0,0,2,2.0,-1.0,2.0
"cho mình hỏi, mình mới mua cái xiaomi nute 8pr 36 ngày, muốn đổi lại cái xiaomi redmi 9 bù khoản bao nhiêu,cho mình hỏi thêm là xiaomi redmi 9 có sim kép không, vì mình đang xài cái 8pr bắt wifi kém sống yếu quá ko chơi game dc, máy bạn cũng biết rồi đó đánh liên quân mà cứ bị mạng lag ức chế lắm,mong quản trị viên tư vấn.",5,72,0,1,0,0,2,2.0,0.0,2.0
Đt của mình mới mua đc 3 tháng tự dưng liệt cảm ứng. Mình có gửi cho bên TGDD để họ bảo hành nhưng bảo hành 3 lần mất 1 tháng không thấy họ báo gì đi hỏi thì họ nói vẫn đang trong thời gian bảo hành bên họ chỉ hỗ trợ gửi đi bảo hành nên không biết gì. Đến bây giờ vẫn chưa trả điện thoại chán 🤧,1,71,0,1,0,0,2,2.0,-1.0,2.0
"Mua máy tối ngày 2-9, sáng 3-9 ko hiểu vì sao khung máy tróc 1 góc nhựa, ko hiểu được. Đem ra cửa hàng thì bảo zo anh làm cấn. Nếu cấn thì sao mặt lưng ko có 1 vết sước ji cả. Chỉ bị góc khung viền, chất lượng điện thoại quá kém hay sao. Là khách hàng thân thiết của TGDD, buồn quá",3,65,0,1,0,0,2,2.0,-1.0,2.0
Lúc em mua thì loa rất la rè đến tgdd em thử qua nhiều máy vẩn rè máy nào cũng vậy ...đến khi em cập nhựt phần mền thì hoàng toàn không còn rè nửa ...mà nghe hơi nhỏ hơn một chúc..còn phần gọi điện thoại phản hồi chậm quá rat mông khắc phục lợi lổi nầy,2,57,0,1,0,0,2,2.0,-1.0,2.0
Mua mới 5 ngày gọi cho người thân ái cũng kêu loa nhỏ nói không nghe rõ. Chạy qua TGDD kiểm tra 2 lần nhan viên cu kêu bình thường. Thực sự rất buồn xin đổi qua đt khác nhưng không được. Họ nói hết trả góp muốn đổi phải trả 20% . Chan,3,54,0,1,0,0,2,2.0,-1.0,2.0
"Thế giới di động gì kì vậy ,Hồi lâu e có mua con a70 mới sài được hơn tuần thì bị lỗi xong TGDD có kêu đổi điện thoaii mới xong nay em đem ra tiệm khác bán thì kêu điẹn thoại đó bị sửa lung tung bên trong và đã bị ép kính",1,54,0,1,0,0,2,2.0,-1.0,2.0
"Sam sung chỉ có dòng s là Sài được chứ dòng khác Sài tệ pin thì mau hết , chỉ có dùng hàng redmi là giá hợp túi tiền và dùng tốt pin không sợ hết trong ngày dùng thoải mái nữa chứ, còn sam sung thì phải thêm pin dự phòng nản",5,53,0,1,0,0,2,2.0,-1.0,2.0
"Gia đình tôi có mua ở điện máy xanh đến khi điện thoại bị lỗi thì không cho đổi đem kiểm tra thì nói là sập mạng cái gì đó 
Vậy mọi người cho tôi hỏi đó là buôn bán gian dối đúng không yêu cầu xác nhận từ phía nhân viên",1,52,0,1,0,0,2,2.0,-1.0,2.0
Rõ ràng là mua máy đang khuyến mãi mà mình phải hỏi thì nhân viên tgdd mới kiểm tra và báo lại. Xong rồi mua ốp lưng. Giảm 49% từ ngày 13.5 đến 31.5 nhưng hôm mình mua là 22.5 vẫn không được giảm giá. Và lấy của mình giá gốc..,2,51,0,1,0,0,2,2.0,-1.0,2.0
"mới mua chiều nay chưa dùng nhưng nhân việt nhiệt tình, rất có ý. dù bạn mình đang nói chuyện bên cạnh nhân viên tư vấn sợ mình chưa nghe rõ nên nói lại. 2 làn như vậy, mình rất hài lòng. còn sản phẩm thì để dùng đã hihi",5,50,0,1,0,0,2,2.0,1.0,2.0
"Ko hiểu máy có vấn đề j ko khi mở ứng dụng VinID lần đầu trên máy thì báo thiết bị ko đủ an toàn để truy cập VinID do đã bị bẻ khoá?! Khi giao máy thì bạn bán hàng giao hàng trên quầy, hộp ko còn nguyên seal.",4,50,0,1,0,0,2,2.0,-1.0,2.0
"Yên tâm mua hàng ở đây vì là hàng chính hãng, lại được bảo hành tới 1 năm. Mua hơn 1 năm rồi mà máy không vấn đề gì, bán hàng rất bền. Rất hài lòng, mình cũng mua hàng ở chuỗi đmx rất nhiều vì yên tâm",5,48,0,1,0,0,2,2.0,1.0,2.0
"Trả góp không được ,nên mùa đại Xiaomi redmi note 9s tuy máy ko vừa ý những nữ nhân viên đã hỗ trợ mình hồ sơ trả góp nhưng mà không được cảm ơn bạn đã hỗ trợ mình rất là nhiệt tình cảm ơn bạn",4,46,0,1,0,0,2,2.0,1.0,2.0
"Mình mới mua con này được 2 tuần tự nhiên bị lỗi cảm ứng. Hôm nay mình đã đổi được máy mới (nhưng hộp hơi củ chắc lưu kho lâu quá không biết có ảnh hưởng đến máy không) đổi máy mới thì máy chạy ngon lắm không bị lỗi gióng như con máy củ. Chị quản lý rất tốt, dể thương, không quá gắt như các quản lý ở các cửa hàng khác, nhân viên kĩ thuật thì kĩ tính, nhân viên trang trí dịu dàng, dáng máy rất đẹp. Cho nhân viên TGDD 5* về tất cả mọi phương diện.",5,102,0,1,1,0,1,2.0,0.0,2.0
"gà
Đt mua hơn nữa tháng mạng kết nối yếu(trong nhà mn xài vẫn bình thường trừ dt tôi ra),gọi thì bên kia cứ bảo nc nhỏ xíu không nghe lúc được lúc không cứ chập chờn miết,test thử nhiều ngkhac nhau ngày nào cũng gọi thử kêt quả vẫn z lúc được lúc không lúc nghe rõ lúc chẳng nghe gì cứ rè rè....đem ra tgdđ 2 lần lần đầu",1,71,0,1,1,0,-1,2.0,0.0,2.0
Sau khi 1 đổi 1 lại máy thì máy sử dụng khá ổn. Anh chị nhân viên ở thế giới di động chi nhánh đường Lạc Hồng Rạch Giá Kiên Giang rất thân thiện và rất chuyên nghiệp hỗ trợ khách hàng hết mình. Mình cảm thấy rất hài lòng về anh chị ở thế giới di động Rạch Giá nói riêng và thế giới di động nói chung.,5,69,0,1,1,0,1,2.0,1.0,2.0
"tốt, đúng nhu cầu công việc, k cần quá nhiều về giải trí, giao hàng nhanh trước 4 ngày luôn, nhân viên siêu thị tại Quỳnh Côi Quỳnh Phụ Thái Bình tên Nga phục vụ rất nhiệt tình. K còn gì để phàn nàn, ngoài ra đc tặng phiếu mua hàng 500.000đ tiện thể mua loa blutooth còn được giảm giá vì là khách hàng thân thiết",5,67,0,1,1,0,1,2.0,1.0,2.0
"Thật sự quá thất vọng về a51. Mình khuyên mọi người k nên dùng. Mình dùng chưa đc 1 tháng mà đi bảo hành 2 lần, đổi máy mới thì tgdd k cho đổi dù là 1 đổi 1 trong vòng 1 tháng. Chắc giờ về sau mình k dùng hàng của sam sung với mua đồ trên tgdd nữa , quá thất vọng.",1,64,0,1,1,0,-1,2.0,-1.0,2.0
"Đã mua đt Xiaomi redmi note 8  pro sài ôk .
 Cách nhân viên phục vụ khác hàng quay lại thấy ko hài lòng . Dán keo màng hình đc mấy ngày kêu đc dán lại ko mất phí ra thì kêu mất phí . Lúc tư vấn thì hay ra làm thì ns là mất thêm phí . Cho 3 sao",3,62,0,1,1,0,1,2.0,-1.0,2.0
"Mới dùng được tháng thì mọi thứ cơ bản ổn. Chỉ có chỗ vân tay khi mở khóa không được nhạy lắm.
- Góp ý với TGDĐ: Không nên mở hộp để lấy máy ra ngoài, vẫn biết là zin. Tuy nhiên, tâm lý người mua cảm thấy không yên tâm khi đã thấy mở ra khỏi hộp. Trân trọng.",3,60,0,1,1,0,1,2.0,-1.0,2.0
"Mình đã mua tại Thế giới di dộng số 482-484 Trần Phú -TT Nam Sách -Nam Sách -Hải Dương , rất hài lòng về thái độ , cách ứng xử của nhân viên trong việc phục vụ khách hàng, nói về phần sản phẩm thì khỏi phải bàn , tuyệt phẩm của Vivo, từ lúc mình dùng Vivo đến nay!",5,60,0,1,1,0,1,2.0,1.0,2.0
Quá thất vọng mới mua 3ngay cảm ứng thì không nhạy còn bắt wifi thì quá tệ  thua cả thần Nokia 3.  Mà tui mua 2năm trước hai thần để cạnh bên nhau thần a20s bắt wifi không nổi thần Nokia 3 thì chạy ầm ầm nhìn mà mắt cười khoảng cách xa khoản 20m đến wifi chán thật,1,59,0,1,1,0,-1,2.0,-1.0,2.0
Mới mua dc 10 ngày giờ sắc ko ăn mở nguồn ko dc cảm ứng kém . Mua 10 ngày giờ phải để lại gưởi hãng thẩm định 5 ngày. Mượn máy sài thì phải dần chân. Samsung vn riec chất lượng thấp wa Nghe từng hô wa mua rôi thất vọng. Hứa với lòng ko sai samsung nữa,1,59,0,1,1,0,-1,2.0,-1.0,2.0
"Tôi đung còn này cách đây 5 tháng rồi mà không hiểu qua gì cả , hết lỗi này rồi tới lỗi kìa . Quan trọng nhất là chí thiểu sống wifi yêu không sử dụng được gì . Tôi cũ tương hàng Việt Nam chất lượng cao thật vọng . Tôi không đung vsmart nữa",1,56,0,1,1,0,-1,2.0,-1.0,2.0
"Điện thoại của tôi bị lỗi vân tay nên tôi cho 2 sao . 
Nếu cho tôi sự lựa chọn lại tôi sẽ không dùng dòng sãn phẫm này  
Có lẻ lần sao tôi sẽ tìm hiễu kĩ hơn trước khi lựa chọn dòng sãn phẫm mình yêu thích .
Thật lòng xin lỗi .",2,55,0,1,1,0,-1,2.0,-1.0,2.0
"Quá hài lòng về sản phẩm iphone 11 pro 64G 
Hài lòng với nhân viên tư vấn và cách phục vụ ở thế giới di động 161 Lê Văn Việt Quận 9 .
Còn trải nghiệm lâu dài thì để từ từ mình đánh giá lại sau trước tiên cho 5 sao đã :)",5,54,0,1,1,0,1,2.0,1.0,2.0
Máy rung loa rè. Đem ra kiểm tra bảo bt. Khi kêu đem máy ra so sánh bảo k có máy. Dị chưa kiểm tra sao biết máy không lỗi. Thật 1 câu không cho đổi cũng trả máy dù lỗ 20%. Tệ cả máy và chất lượng phục vụ nv,1,51,0,1,1,0,-1,2.0,-1.0,2.0
"Sau hơn một tháng sử dụng mình đánh giá tất cả mọi thứ OK nha , không biết sao nhiều người nói nhiều lỗi nhỉ , mình chưa bị bất kỳ lỗi nào, lần đầu mình mua điện thoại của hãng Xiaomi cảm thấy rất xứng đáng khi mua em nó.",5,51,0,1,1,0,1,2.0,1.0,2.0
"Từ s9 chuyển sang dùng note10+  cảm thấy sướng , chiếc bút spen giúp mình rất nhiều trong công việc, nhân viên tgdd ở chân cầu sông chanh tx quảng yên rất niềm nở nhiệt tình chu đáo với khách hàng ,cảm ơn các bạn. Sản phảm rất tuyệt vời.",5,50,0,1,1,0,1,2.0,1.0,2.0
"Mình mới mua tại Thế giới di dộng số 182A Nguyễn Thị Minh khai TP.hcm , rất hài lòng về thái độ , cách phục vụ ứng xử của nhân viên trong việc phục vụ khách hàng, nói về phần sản phẩm của Vivo dùng ngon vân tay nhậy",5,49,0,1,1,0,1,2.0,1.0,2.0
"Ok mua máy ở TGDD chính sách đổi trả rất tốt,rất yên tâm khi mua ở TGDD,quản lý ở 15A đường bà hôm phường 13 quận 6 nhẹ nhàng và vui tính,nhiên viên ai cũng nhiệt tình, hài lòng về cách chăm sóc khách hàng của các bạn!.",5,48,0,1,1,0,1,2.0,1.0,2.0
"Mình mới mua nên chưa dám nhận xét gì, cho 5 sao về sự nhiệt tình của các bạn bán hàng. Tuy nhiên thấy Wife chập chờn tại 1 điểm trong khi các máy khác vẫn ok, về nhà lại ổn định. Ko hiểu vì sao",4,46,0,1,1,0,1,2.0,1.0,2.0
"K nên mua, tuyệt đối k nên mua, khuyên các bạn chân thành, k nên mua sản phẩm của thế giới di động nữa, lúc mua thì bla..bla đủ điều, máy bị lỗi thì toàn đổ thừa khách hàng, bắt bảo hành trả phí..chán TGDĐ lắm..",1,46,0,1,1,0,-1,2.0,-1.0,2.0
"Mới mua 1 tuần nên vào đánh giá ạ. Tạm cho 4 sao.
Hiện tại mình gặp một số vấn đề sau, cũng bận nên nhác đi đổi máy các bạn ạ.
- Loa ngoài bé. Các bạn mà call video Zalo thì thôi khỏi nói , loa nó bé tí bật lên max thì bằng 1 nữa của samsung thôi, có khi phải tât quạt cho đỡ bị ồn ấy. Mình xem phim thì cắm tai nghe mới phê các bạn ạ
- Góc phía dưới bên phải lâu lâu nhấn không ăn lắm
- Dù là snap720 nhưng chơi game cũng bị dật ( mình chơi arena afk khi tướng skill tập thể là màn hình dựt)
- Xài 5 tiếng không làm gì cả tụt 7% pin. Chỉ bỏ trống túi quần thôi.
- Camera khá ổn mỗi tội chụp ban đêm bật đèn flash ấn chụp mãi k chụp. Chờ 6-7s mới nghe tạch...
Thôi thì giá tầm 6tr mà. Chỉ mỗi tội loa bé. Chắc sắm con tai nghe cho rồi.",3,176,1,0,0,1,2,-1.0,2.0,-1.0
"Mới mua hqa, pin 4000 nhưng do màn hình lớn cug mau tụt, cảm ứng vân tay ko nhạy bằng cảm ứng đặt ở mặt lưng. Tắt hết ứng dụng tự động gửi dữ liệu đi thì để qua đêm chỉ tụt 1%, tăng độ nhạy cảm ứng lên thì vuốt mượt do có miếng dán màn hinh(nhìu bn ko bit tăng thì chê ko mượt),.trc xài lenovo k6 power pin 4000 chuyen qua con này thấy pin con này ko bằng. Đươc cái thấy thiết kế đẹp thì quất, nghe gọi to rõ ko như mấy con TQ, vân tay mà nhạy nữa là ưng. Nói chung mấy bạn ko bit chỉnh thì chê cảm ứng vuốt ko nhạy, pin nhanh tuột,.mih thì thấy cug đc đấy. Mua rồi thì xài thôi ko lăn tăn chi cho mệt, cung quy ra cái dt chủ yêu để nghe gọi và lên mạng thôi...",4,153,1,0,0,1,2,-1.0,2.0,1.0
"Mua 2 ngày thấy màn hình ổn, độ sáng khá tốt, cảm ứng đôi khi thấy k nhạy, loa ngoài nghe to nhưng nghe chói tai và k hay, máy k bị nóng khi xài tác vụ cơ bản, sạc pin từ 5%-100% 2h10 phút là đầy, xài wifi và chơi game nhẹ on tầm 7h. Qua đêm 8h sụt 4-5%.
Cái khó chịu nhất là bản quốc tế này Xiaomi loại bỏ app gọi và nhắn tin mặc định thay vào đó là app google. khi cắm 2 sim vào bình thường ta có tùy chọn gọi sim1, sim 2 hoặc luôn hỏi mổi lần gọi điện. Này thì nó chỉ có tùy chọn sim 1 hoặc 2, nên thành ra nếu chọn sim 1 bạn chỉ có thể gọi duy nhất là sim 1, muốn gọi sim lại phải mò vào setting chỉnh qua sim 2.",4,148,1,0,0,1,2,0.0,2.0,1.0
"Ý kiến riêng của tôi: máy có viên pin trâu 5000 mAh. Chơi game ổn không thể gọi là mượt, bởi tầm giá này là thuộc phân khúc giá rẻ nên không nói mượt được. Thứ hai là về giải trí: xem phim ở mức độ bth bởi vì máy được trang bị màn hinh IPS LCD độ phân giải HD+ nên xem phim chỉ bật được 720P. Thứ ba là Wifi: bth. Thứ tư là màn hình có hơi ám vàng+ tím, vân tay nhạy. Thứ năm là loa: tạm ổn, không to cũng không nhỏ, đủ nghe. Cuối cùng là về camera: máy được tích hợp cảm biến chính vs độ phân giải là 13MP, phụ 8MP, 2MP chụp ảnh có thể gọi là tạm được.",5,128,1,0,0,1,2,1.0,2.0,-1.0
"Tối qua mua 1.240.000 cái mai giảm còn 1.160.000 dễ quạo ghê :)) (Mua thêm máy để Xem youtube, karaoke, hoạt hình). Sau 4 tuần trải nghiệm thấy máy tương đối mượt ,màn hình đẹp, cảm ứng tương đối OK k nhạy lắm, camera chụp choẹt, tự sướng quá OK (chắc hãng itel tối ưu phần mềm tốt), dùng đc youtube bình thường, fb lite, zalo, lướt web, xem tintuc, báo mới v.v .Giải trí Game nhẹ như Candy Crush...., quánh bài online, Khu vườn trên mây v.v. Đánh Giá Pin: Mình chỉ dùng facebook lite, và nhắn tin zalo, 1 tiếng chỉ tuột 12% quá ổn áp. Chất lượng pin lâu dài thì mình sẽ đánh giá sau thời gian sử dụng lâu. Hihi",4,125,1,0,0,1,2,1.0,2.0,1.0
Xài đc hai tuần đt màu trắng nhìn đẹp và sang có điều hơi dày và nặng chụp hình đẹp xem Youtube thì khỏi chê  vân tay nhạy hơn nhiều  so với ss a50s mình từng dùng màn hình AMOLED đẹp nét chỉ hơi thua Samsung chút thôi mình k chơi game chỉ xem Youtube  lướt web nên thấy rất mượt  pin cũng ổn mà nhìu bạn nói pin tuột nhanh chắc do chơi game mà mình khuyên các bạn trước khi mua đt phải biết nhu cầu của mình là j  để chọn đt thích hợp các bạn nam mua đt chơi game thì nên chọn hãng khác còn các bạn nữ  như mình muốn chụp hình đẹp thì nên chọn Oppo OK🥰,4,124,1,0,0,1,2,0.0,2.0,1.0
