Comments,n_stars,len_cmt,Pin,Service,General,Others,SGeneral,SPin,SSer,SOth
"Xài 1 tháng mấy rồi đt vivo u10 này giá này thì ok,pin trâu khỏi chê màn hình nhạy bén lắm nha chơi game thì ok mượt tốt nghe nhạc ok, bắt sóng wifi mạnh không như người khác nói nha, 4g mạnh nha, màn hình thì to camera ok đt giá tầm này thì ok rồi còn chê gì nữa không biết mua tgdđ nhiệt tình nha mình cho 5 sao...😍🇻🇳💖",5,72,1,1,1,1,1,1.0,1.0,1.0
"Moi mua 1 ngày thay pin tuột nhanh, máy nóng...đem ra kiểm tra thì nhân viên cập nhật lại gi đó, đem về cũng y vậy. Gơi đi kiem tra trả lại noi là không bị gi...vê xai vẫn vậy. Nãn...( vì đang xài oppo f11 pro nên so sanh voi oppo reno 2f này thây dỡ hơn rõ rệt) đề nghi oppo có cach khăc phục cho khach hang lỡ mua.",1,72,1,1,1,1,-1,-1.0,-1.0,-1.0
"Mua hôm 14/11 hôm nay dùng được 2 ngày. Máy rất mượt chụp ảnh đẹp pin trâu. Dùng máy rất mát, khi sạc thì máy nóng giống như bao điện thoại khác. Rất hài lòng khi mua redmi note 8 pro. Lúc định mua vẫn lăn tăn vụ máy quá nhiệt nhưng giờ OK rồi. Tiếc là vừa mua khi dán màn hình chỉ có miếng dán cắt tay bằng dao tem",5,72,1,1,1,1,1,1.0,-1.0,1.0
Lấy dt từ ngày mùng 10.. cả khu bình long đặt hàng 3 con nhung chi co mjh e la co hàng sớm nhất... cảm nhận khi tes dt thật phê..cam thi nét..pin thi khá trâu.. màn hình đẹp...mang di lam ai kug khen la dt đẹp.. được tang tai nghe chinh hãng nghe rat phê luôn..nghe ca ngày chưa het pin...nhan vien nhiệt tình...noi chung rất tốt trong tầm giá,5,71,1,1,1,1,1,1.0,1.0,1.0
Máy màu xanh lá đậm khá oke.chup ảnh biết canh góc là bao đẹp. Pin xài mượt 4000 mà đc 1 ngày rưỡi .  Sạc nhanh tầm hơn 2 tiếng chút. Cảm biến vân tay các kiểu... nói chung tầm này thì A10s là quá tuyệt vời hợp giá hợp lí. Thêm nv tư vấn nhiệt tình.  Àh và Máy mới bán ra mấy ngày nên chưa mua đc ốp lưng.,5,71,1,1,1,1,1,1.0,1.0,1.0
"Sạc nhanh. Pin trâu. Loa bé tẹo. Ko có tai nghe kèm. Màu máy xấu.  So với giá tiền thì cũng tạm duyệt đc. M mới dùng đc mấy ngày. Lâu dài thì chưa rõ. 
 Trc m hay mua sam sung bỏ ra 8tr nhận về cái máy cũng ko ưng lắm. Ẹc ẹc. Màn hình ko nuột, ruồi ruồi chụp ảnh ko trong nhưng loa to gấp đôi máy này.",3,71,1,1,1,1,-1,1.0,-1.0,-1.0
Máy bị lỗi ko cài đặt đc mở khóa khuôn mặt. Pin 4000 mà từ 6h sáng đến 6h chiều đã báo sạc.Tự nhiên mất mã jolibee dù chưa sử dụng. Cảm giác như bị ss lừa. Ko đáng bao nhiêu nhưng gây ức chế cho khách hàng. Từ giờ có lẽ ko bao giờ dùng sản phẩm của ss nữa. Thái độ của nhân viên tgdd rất tốt. Sẽ còn ủng hộ tgdd nhưng ko phải với ss.,1,79,1,1,0,0,2,-1.0,0.0,2.0
TGDD làm ăn cứng nhắc quá mua cái máy lổi pin về cảm giác khó chịu muốn đổi lại cái máy khác cao tiền hơn bù thêm tiền củng ko dc dù máy mới mua 1 tuần trong khi trước giờ toàn mua hàng của TGDD  ... Nếu mà những hàng mình đã mua trước ko cần bảo hành thì từ nay về sau mình chả bao giờ ghé nữa..,1,70,1,1,0,0,2,-1.0,-1.0,2.0
Pin không xài cũng tụt như kiểu đang sử dụng . Mới mua vài ngày mà chán cái pin . Tư vấn pin trâu mà trâu đâu không thấy con ss m20 của chồng mình vs con renno4 của mình cùng sạc đầy . Con ssm20 còn 80% còn reno4 của mình còn 15% báo pin yếu . 1* vì cái pin,1,62,1,1,0,0,2,-1.0,-1.0,2.0
"Mới mua hôm qua rất hài lòng về hãng này.đầy đủ các tính năng tôi cần như: nghe gọi to rõ, tự động ghi âm cuộc gọi, phông chữ to rõ, pin dung lượng lớn bàn phím dễ bấm, có chức năng hạn chế thời gian gọi.cảm ơn tgdđ đã giới thiệu sản phẩm này.",5,55,1,1,0,0,2,1.0,1.0,2.0
"Mới mua máy Xiaomi note 7 1 ngày nên vẫn chưa biết máy có thật sự ổn hay không: cảm nhận trước là loa to rõ, pin sạc nhanh (20%-100%) đúng 2 tiếng, pin không đến mức trâu nhưng dùng ổn. Nhưng ấn tượng mạnh về cách phục vụ của TGDD.",5,51,1,1,0,0,2,1.0,1.0,2.0
Dùng khá ổn pin hơi nhấp nhô hai ngày đầu sạc ngày thứ ba dùng ổn chơi game nhiều nhưng dùng đến hết ngày vẫn đc 23% vân tay nhạy cực nhạy quét khuôn mặt cực nhanh nhân viên tư vấn nhiệt tình ANH EM NÊN DUYỆT CON NÀY,5,49,1,1,0,0,2,1.0,1.0,2.0
"May mua về cài Zalo, dùng 2 sim mà không sử dụng gì để không trong 3h thì tụt 5% pin.
Sạc đầy và bắt đầu dùng từ: 8h sáng đến 16h30 sử dụng 40p còn đâu để không tụt 15% pin. 
Khá thất vọng về pin của Samsung",3,49,1,1,0,0,2,-1.0,-1.0,2.0
"Quá chán việc bảo hành,mua máy đc 2 tháng lỗi sạc.mang ra bảo hành chục ngày rồi gọi tổng đài báo máy vẫn chưa đến nhà máy samsung.Lúc mua máy thấy nhân viên hồ hởi lắm mà khoản bảo hành thất vọng thực sự.",2,44,1,1,0,0,2,-1.0,-1.0,2.0
Sạc 76% Pin báo đầy không thể sạc thêm nữa. Máy bị lỗi sạc mình đã đổi củ sạc khác vẫn báo như vậy . Mình mới mua máy được 4 hôm có được đổi trả sang máy khác được không ạ?,1,42,1,1,0,0,2,-1.0,0.0,2.0
Vừa mua con này hôm qua ở ĐMX thị trấn Trà Ôn nhân viên nhiệt tình nhưng sao nghe nhạc thì phần màn hình ở trên bị rung do loa phía trên ảnh hưởng vs lại pin yếu quá,4,39,1,1,0,0,2,-1.0,1.0,2.0
"Máy pin trâu wfi khỏe nói chung là rất tốt, nhân viên nam thế giới Di Động ở ngã tư Phú Khương bến tre rất dễ thương, nhân viên nữ cực kỳ xinh xắn ăn nói rất dịu dàng",5,39,1,1,0,0,2,1.0,1.0,2.0
Ban đầu mới mua thì pin trâu dc lắm. Nhưng khoảng 1 tháng là bắt đầu nhanh hết. Ns chung. Là. 4 sao là dc dc. Rồi. Trả góp. Ban đầu. Có tính lãi suất. Cao quá.,3,37,1,1,0,0,2,0.0,-1.0,2.0
Dây sạc của đt sạc ko vô . Chập chờn và ghi thông báo đang sạc bằng cáp chứ ko có sạc siêu nhanh nữa . Vậy bên tgdd có bảo hành khộng vậy ạ .,5,36,1,1,0,0,2,-1.0,-1.0,2.0
Mình vừa mới mua.khi về nhà cắm sạc thì không nhận.hài hước là ở chỗ dây sạc trong hộp theo máy thì không sạc được cho máy nhưng lại sạc được cho thiết bị khác,2,35,1,1,0,0,2,-1.0,-1.0,2.0
Pin bị phồng mang đi bảo hành bắt phải mang đến tận chỗ mua xong có được bảo hành đâu. Phải thay pin mới mất 800k biết v ra ngoài thay. Quá thất vọng,1,34,1,1,0,0,2,-1.0,-1.0,2.0
Mới mua dc 2 ngày sạc pin từ 15% tới 83% k sạc dc rất tiếc 1 chiếc điện thoại thương hiệu lớn mà thua điện thoại của trung quốc.........,1,30,1,1,0,0,2,-1.0,-1.0,2.0
"Mua được hơn 1 tháng ở đmx, mọi tác vụ ở mức tạm được, pin trâu, không có ốp nên phải dùng ốp realme 5, cho 5 sao",5,28,1,1,0,0,2,0.0,0.0,2.0
Sóng wifi hơi yếu chút. Pin quá châu. Tác vụ thông thườn 12h trai ngiệm mượt so với giá. Ủng hộ đánh giá cao thương hiệu ok,5,27,1,1,0,0,2,1.0,1.0,2.0
Ko hiểu tại sao sạc 75% là kêu pin đầy...đã xài hơn 1 tháng rồi...kêu chắc phải đổi qua xài hãng khác quá...vsm tệ quá,2,25,1,1,0,0,2,-1.0,-1.0,2.0
"Sạc nhanh đâu ko thấy, thấy sạc lâu lắc thua a7 2018 sạc thường, vân tay ít nhạy. Nhân viên nhiệt tình chu đáo",4,24,1,1,0,0,2,-1.0,1.0,2.0
M mua máy từ 5/9/2019 mà đến nay 3 tháng đã tụt mất 3% pin tháng đầu tụt đem ra đổi k cho đổi,1,24,1,1,0,0,2,-1.0,-1.0,2.0
"Mua về 11 ngày nghe gọi không rõ cho mấy,máy lỗi pin báo sạc 76% đầy. Nhân viên phục vụ nhiệt tình",3,22,1,1,0,0,2,-1.0,1.0,2.0
"Mua đc 5 ngày pin 4000mah mà sài ko đc 1 ngày, để qua đêm tụt 4%pin, thua xa huawei y7pro2019.",1,21,1,1,0,0,2,-1.0,-1.0,2.0
Sao tai phone em cấm nó bị tuột quài ạ với pin tuột nhanh quá vsmart live đâu có vậy đâu,4,21,1,1,0,0,2,-1.0,-1.0,2.0
"Nhân viên thân thiện, tư vấn nhiệt tình . Nhưng máy mua chỉ 10 ngày đã tụt mất 3% pin",3,20,1,1,0,0,2,-1.0,1.0,2.0
Máy có miếng dán màn hình ngắn quá.máy sao pin 5000mah mà nhanh hetbpin wa.dùng dk 1 ngày,1,18,1,1,0,0,2,-1.0,-1.0,2.0
"tai nghe khó kết nối với máy không hiểu sao.tai nghe mang đau tai, pin rút hơi nhanh.",3,18,1,1,0,0,2,-1.0,-1.0,2.0
Thề luôn. Sài bao nhiêu hãng samsung lần này thật sự thất vọng . Sài chán thiệt sự. Đt quá lác . Kh bật ứng dụng tắt hết mọi thứ cũng bị tụt pin. Cảm ứng không nhạy . 4 góc của màn hình đều không nhấn đc. Chụp hình thì xấu vô đối. Nói chung a20s khuyên m.n không nên mua. Thà mua A10 hay A20 còn hơn :))))),1,70,1,1,1,1,-1,-1.0,-1.0,-1.0
"Mới mua dùng được 2 ngày. Có chút ít kinh nghiệm. Máy  pin trâu, chơi game còn hay giật lag. Muốn mượt thì ae chỉnh cấu hình thấp xíu là ok. Nhưng riêng free fire hình như máy tối ưu chưa tốt thì phải. Đã chỉnh cấu hình thấp nhất vẫn thấy lag ( ít thôi). Nói chúng máy ok với tầm giá. Nhân viên phục vụ tốt cho 5s",5,70,1,1,1,1,1,1.0,1.0,-1.0
"Máy tốt, màn hình nhạy hơn hẳn những dòng máy phân khúc tầm trung mà mình từng sử dụng ( Lenovo, huawei ,xaomiao) khi trải nghiệm liên quân , pubg .. có sự khác biệt rõ rệt, camera nhận diện hoạt động mạnh trong môi trường ánh sáng yếu ớt,sạc nhanh trong vòng 60',NV cửa hàng nhiệt tình thân thiện( 304_306 giải phóng tt phước an krông  păk Đăk Lăk)",5,70,1,1,1,1,1,1.0,1.0,1.0
"Nào giờ fan của oppo, mà giờ reno 3 này làm thâts vọng quá! Dc có cái chụp hình đẹp thôi, nghĩ sao ko chơi game nặng chỉ có candy mà giật lắc phát bực, ko phải mới mua đập dt lun cho rồi, mới 3 ngày ra đổi thì lỗ 20% ai đâu chịu.  Pin thì mau tuột cực kì, còn thua oppo f7 thời xa xưa nữa",1,69,1,1,1,1,-1,-1.0,-1.0,-1.0
"Đã mua active3 để ủng hộ hàng việt. Dùng tốt đến hiện tại chưa lỗi gì. Sạc nhanh ok. Tiếc cái là đợi con vsmart tầm giá 10 triệu để mua mà lâu quá không đợi được. Sẽ hướng cả nhà, cả họ chuyển dần sang dùng vsmart. Hehe. Tốt cho nước nhà mà. Mua hàng trung quốc là góp gạch cho nó xây dựng trường sa hoàng sa.",5,69,1,1,1,1,1,1.0,1.0,0.0
"iphone luôn ổn định, thiết kế không có gì mới nhưng vẫn chưa lỗi thời, mình chưa được cầm con iphone nào nhưng mình nghĩ pin của nó đủ xài trong ngày, bạn nào bảo pin nó yếu là do một ngày xài quá nhiều thôi, thích iphone từ lâu mỗi tội tài chính eo hẹp, đang tich góp để cuối năm rước một e zìa quê luôn.",5,68,1,1,1,1,1,0.0,1.0,0.0
"- Nhân viên tư vấn nhiệt tình
- Mua máy trả bảo hành 15 ngày có 6tr8 mọi thứ dùng khá oke 
- Tuy mặt lưng là nhựa nhưng vẫn rất hài lòng vì mịn dùng ốp nên không quan trọng . Nhưng nhựa thì có ưu điểm đó là NHẸ
- Pin dùng 4500 oki lắm và sạc nhanh đi kèm sử dụng quá là ngon luôn",5,68,1,1,1,1,1,1.0,1.0,1.0
Sau một Tuần sử dụng mình thấy oke bắt sóng khỏe.pin tốt thỏa mái một ngáy.camera sau rất tốt cam trước nếu Đủ sáng thì đẹp thật màu chỉ chê phông chữ và tác vụ tối ưu chưa tốt không bằng samsung.vân tay rất tốt.nếu có thêm sạc nhanh và tai nghe thì tốt.nhân viên tgdd mỏ bạch nhiệt tình Chu đáo xin cảm ơn các bạn.,4,67,1,1,1,1,1,1.0,1.0,0.0
"Mình mua máy đc gần 1 tháng camera k như quảng cáo. Chụp mờ k rõ nét . ram 4g nhưng chạy k mượt lắm. Đó là mình k chơi game. Chỉ tải app học tiếng anh :) pin cũng xuống nhanh, chỉ bật wifi thỉnh thoảng nt zalo thì xài đc 1 ngày . nói chung mình hơi thật vọng về sp lần này của ss.",3,67,1,1,1,1,-1,-1.0,-1.0,-1.0
"Sau hơn nửa tháng sử dụng, đã test thử, để từ sáng đến tối tắt tác vụ tắt wifi xuống pin 1-2%, liên quân 2 trận 7-9%, cam thì mọi người đều khen đẹp, dt màu trắng cũng đẹp,mình không biết mọi người sao chê dữ vậy hay đt là hàng điện tử nên ăn may.chứ mình thấy mọi thứ đều ok, nhân viên nhiệt tình,thân thiện.",5,67,1,1,1,1,1,1.0,1.0,1.0
"Bỏ ra số tiền chỉ 4tr để sở hữu một chiếc điện thoại như thế này quả thật quá tuyệt vời, mình có thể thiết kế thao tác của điện thoại của mình một cách dễ dàng nhất, tiện lợi nhất. Mở khoá vân tay thì quá là nhạy luôn, mình trước mình xài s8 bị mất xong quay lại sử dụng em này thấy không có khác biệt mà ngược lại mình cảm thấy thích sd em này hơn, hàng Việt Nam mình ủng hộ rồi như khi sử dụng nó thì ngoài cả mong đợi. Các bạn nếu mua đt phân khúc 4tr thì lựa chọn chiếc điện thoại này quá là sáng suốt luôn",5,117,0,1,1,1,1,2.0,1.0,0.0
"Mới mua hồi chiều. Xài cũng OK. Mình mua cho bé nhà mình 3 tuổi chỉ xem Youtube, trên show room mình ko để ý, về nhà mở trình duyệt web ra nó lưu lịch sử như hình, tắt mở lại nó vẫn ở đó ( nó ghim luôn) Mình thật sự hoang mang, may bé nhà mình chưa bấm vô, mình phải mò mãi mới xoá đc nó. Mình mua hàng mới 100% mà giờ có cảm giác như đang xài đồ của ai đó sử dụng rồi ah. Lúc mua hộp cũng ko còn nguyên seal . Hay hàng này là hàng đổi trả ta. Bó tay, trong khi mình bỏ tiền mua mới",3,116,0,1,1,1,1,2.0,-1.0,0.0
"Đã mua tại TGDD đường trần hưng đạo, p5. Tp. Cà mau. Nhân viên tư vấn nhiệt tình, phục vụ khăn lạnh, nước uống đầy đủ. Còn nhân viên dán màn hình mặt trước, mặt sau cực kì xấu, dù trước đó rất thích tgdd dán màn hình kĩ và đẹp. Chả hiểu lần này dán quá xấu, cắt dán không đều, thêm do có việc gấp nên ko đề nghị dán lại, em phải đi lẫn về hơn 140km để mua máy nhưng ko vừa ý dán màn hình. Mất thẩm mỹ giá trị của máy. Mình đánh giá sản phẩm 5*.  Phục vụ tư vấn 5*, trang trí dán máy 3*.",5,113,0,1,1,1,1,2.0,0.0,0.0
"Iphone 11 pro max là 1 sản phẩm có chất lượng màn hình rất tệ, phải nói là ko có gì để tệ hơn. Màn hình khi xem video youtube 1080p rất tối mờ đục dù đã mở hết độ sáng. So với Samsung s20 ultral thì thật sự thua xa, chỉ giỏi quảng cáo và bán thương hiệu và cái hệ điều hành gò bó người dùng ko cài dc ứng dụng thứ 3 và thử cân cả kho tiện ích như chplay xem có mượt ko ?
1 quản lý điện máy xanh và 1 quản lý thế giới di động đã xác nhận điều tôi nói là chính xác. Thanks",1,113,0,1,1,1,-1,2.0,-1.0,-1.0
"Mình nhận máy tại TGDĐ chi nhánh 159-161 Lê Văn Việt, Quận 9. Rất ấn tượng cách làm việc của bạn Quản lí tên Hằng, bạn xử lí công việc rất tốt và linh động, đem lại cho mình trải nghiệm mua hàng rất thỏa mãn. Nếu có dịp mình sẽ quay lại chi nhánh của bạn Hằng để mua hàng. Cảm ơn sự chăm sóc của bạn!
Về phần máy thì ok, tốt hơn nhiều so với kì vọng của mình, chơi game cả ngày không nóng máy nhiều, có lẽ đây là chiếc điện thoại chơi game tầm trung chính hãng tốt nhất trong tầm giá!",5,108,0,1,1,1,1,2.0,1.0,1.0
"Cũng ok về mọi thứ, đặc biệt là nhân viên của TGDD (mình thích vào TGDD đóng tiền trả góp), trừ camera ko được như quãng cáo. Cảm biến vân tay đã thử thấy cũng ổn, không như 1 số người chê (chắc do hên xui) nhưng mình ko dùng, đặc biệt sau khi đọc mấy khuyến cáo của 1 số ngân hàng, chờ khắc phục lỗ hổng. Chỉ thắc mắc là giá cả tụt nhanh quá. Mua được 1 tháng giá đã giảm hơn 1 triệu. Do chất lượng sản phẩm nói chung hay do bị đội giá lúc mới ra?",4,102,0,1,1,1,1,2.0,1.0,-1.0
"Mình mua máy đc 2 hôm. Tất cả mọi thứ đều OK. Rất ưng với tầm giá chưa đến 6tr. Có điều có 1 điểm góc dưới bên trái màn hình bị cảm ứng k đc nhạy lắm. Ra tgdg đc nhân viên hỗ trợ đổi máy rất nhiệt tình. Nhưng do hết máy nguyên hộp nên đc hỗ trợ đổi máy bày bên ngoài. Làm cách nào để biết đc máy bên ngoài đó là máy mới chưa qua sd, k phải máy đổi trả của khách hàng trc nhỉ. Mình thấy máy đc đổi đã kích hoạt OK hết rồi.",5,102,0,1,1,1,1,2.0,1.0,0.0
"Sản phẩm sài mấy ngày đầu thì ok lắm, nhưg qa 1 tháng rồi sài hk êm.liên quân bị lắc, 3g lúc đc lúc hk. Cục sạc sài chưa j bị đen đầu . Ra đổi lại hk đc. Mìh mua góp giờ muốn đổi lại đt khác cug hk đc. Mih chịu lỗ 80% z ma cug hk đc, nhân viên noi nào góp xg mới đổi đc, moi đầu mua đt nhân viên noi nếu sài 1 2 thág j đó mih muốn đổi đt khác thì fai mất phí, giờ thì noi fai góp xg moi cho đổi.",1,101,0,1,1,1,0,2.0,-1.0,-1.0
"Máy mình mua ở chi nhánh Võ văn ngân hôm qua , tạm thời máy xài chưa thâý bị gì ,lúc đầu tính chọn 9s nhưng nghe review nhiều lỗi quá nên chọn con này , hôm qua mình mua đc giảm 300k còn 5tr690 còn đc tặng cục sạc dự phòng (nghe anh bán hàng nói còn 1 cục duy nhất ) .  Anh nhân viên tư vấn tên Thoại, tư vấn rất nhiệt tình , dễ thương, máy chưa biêtd đánh giá sao chứ về khoản tư vấn bán hàng mình thấy quá tốt",5,96,0,1,1,1,0,2.0,1.0,1.0
"Vừa mới mua con này hôm qua. Mua ở 378 Nguyễn Trãi Thanh Xuân. Nhân viên rất nhiệt tình, phục vụ rất tốt. Còn về điện thoại thì ram 6gb bộ nhớ trong 128gb rất tốt. Mình tải mấy nghìn bài hát lưu vào nghe thỏa mái. Con chip nghe đánh giá có vẻ thấp những cơ bản thì chơi được tất cả các game mọi người không phải lo. Màn hình và kiểu dáng đều rất đẹp, đút vừa túi tiện lợi. Nói chung là rất tốt, không có điều gì chê.",5,93,0,1,1,1,1,2.0,1.0,1.0
"Dịch vụ của TGDD rất tốt nhưng xài Dt mà bực mình, cứ khoảng 30p không xài thì dù wifi bình thường nhưng vẫn báo không có mạng, tin nhắn không vào, chỉ khi tắt rồi bật chế độ wifi lại thì ok. Cầm DT cả ngày không sao, chỉ cần không đụng tới 1 chút là bị vậy. Máy đầu bị lỗi wifi, hở sáng 4 góc và 1 điểm đen trên màn hình. Đổi máy mới thì tình trạng vẫn y nguyên, chỉ đỡ hơn là không bị điểm đen",2,92,0,1,1,1,-1,2.0,1.0,-1.0
Máy rất chậm cấu hình chịp snap460 trong khi nhân viên kêu chip cao mình test game thì giật lag vả lại nhân viên thì khách hàng vào auto đẩy oppo đề nghị xem lại cách phục vụ khách hàng. Mình thật thất vọng khi mua máy này. Mình sẽ trả lại máy và không vào thế giới di động mua sản phẩm này nữa. Khách hàng chưa vào đã chỉ luôn sản phầm oppo bạn áo đen có chữ reno 4. Thất vọng vì cách phục vụ tiền mất tật mang.,1,92,0,1,1,1,-1,2.0,-1.0,-1.0
"Mua con này được 3 ngày thấy khá ok, khi mua mình vọc rất kĩ vì bình luận của các bạn nói con này lỗi nhiều lắm. VOS 3 đã fix các lỗi mình đọc được ở cmt, liên quân chơi mượt chứ k hề lag, đồ họa cao thì có giật nhẹ. Pug bắn tốt miễn đừng để đồ họa cao. Loa dùng tạm được thôi, máy có nóng nhưng k nhiều dù chơi 5 ván liên quân bằng 4G. Định đánh giá 4sao nhưng ủng hộ hàng Việt cho 5sao.",5,92,0,1,1,1,1,2.0,1.0,0.0
Máy Sài đc 2 tháng rồi . Lúc đầu mua đc khoản 1 tuần thì ra đổi máy cùng mẫu gì chạy lúc 2 ứng dụng như game freefire với fb hoặc zalo là có hiện tượng đơ máy . Đổi máy mới rồi cũng bị thấy zị thôi Sài luôn . Đổi tới lúc mệt thêm.  Nói chung máy chạy đa nhiệm yếu cực kì yếu với cái loại game. Sai lầm khi mua con này nha ae.  Với giá này thêm ít mua hàng Việt ngon hơn nhiu nha,3,91,0,1,1,1,-1,2.0,-1.0,-1.0
"iPhone 8 plus thì có màu Vàng Gold sữa độc quyền nên cầm nó trên tay dân có chút hiểu biết về smartphone vẫn biết là 8+ nhé! Hiệu năng thì khỏi bàn, XS Max chip A12 con này thì A11, nhanh như điện luôn. Ngoại hình thì lung linh vì được gia công bằng kính nên nhìn rất sang trọng. Thế giới di động thì chăm sóc khách hàng chu đáo đó giờ rồi nên các bạn cứ yên tâm nếu đang có ý định mua con này nhé!",5,90,0,1,1,1,1,2.0,1.0,1.0
"chị nv rất tận tình khi tư vấn, còn về đt thì Mình ms mua hqua và thấy máy xài rất tốt( tốt nhất trog tầm 3tr). Nhìu bạn ns rmC3 này .... nhưg riêng mình thấy máy rất ổn(để mình xài thêm 1 tg nx coi máy có vc j ko), nếu bạn nào có ý định mua đt trong tầm < 3tr thì đây là sự lựa chọn tốt ko thể tốt hơn. Mấy bạn cứ mua nó đi, mọi ng sẽ ko cảm thấy hối tiếc",5,89,0,1,1,1,1,2.0,1.0,1.0
"Máy này tốt màn đẹp gia công cực tốt, nhẹ cầm lâu nằm xem phim không mỏi tay, hiệu năng tầm này là dc không cần cao quá , để bù trừ thứ khác, có thương hiệu, icon ứng dụng nhìn dễ chịu, nói trung là không phải chê máy tàu do trung + sản xuất nó chỉ dc cái quảng cáo nào cấu hình khủng,sài củ đi một cái là sọt rác mất hứng thú ngay , không dc như samsung hay iphone.",5,84,0,1,1,1,1,2.0,1.0,1.0
"Sao pin 5000 mà nó tuộc nhanh quá chơi liên quân từ 9h sáng đến 4h chiều còn 20% pin thua đt pin 4000 chơi từ 7h sáng đến 4h chiều còn 25% khó hiểu , tắc đt để trong túi tầm 1 tiếng rớt đến 3% loa ngoài nhỏ bác full mới nghe đc tiếng mới mua đc có 3 ngày vô đánh giá luôn 😩",2,67,1,0,0,0,2,-1.0,2.0,2.0
Được Gia đình mua cho con redmi note 7 cũng đc 1 tháng lúc đầu mua về sài đc 1 tuần thì tình trạng tự ngắt wifi và dùng được  2 3 tuần thì pin tụt hơi nhanh so với lúc mới mua và tình trạng tự ngắt wifi cứ liên tục xẩy ra khởi động máy thì nó vẫn v,4,61,1,0,0,0,2,-1.0,2.0,2.0
"Em mới mua 1 thời gian thôi, nhưng nó bị sụt pin rất khó chịu ấy. Lúc mới mua thì ok lắm 1 thời gian sau pin mau tụt, không sài để đấy vẫn tụt 3-4%. Tắt hết ứng dụng chạy ngầm bật siêu tiết kiệm pin mà sáng dậy vẫn sụt, không bật thì sáng dậy sụt tận 10%",1,60,1,0,0,0,2,-1.0,2.0,2.0
"Mình mới mua iphone 11 mới dùng được khoảng 1 tháng thì pin xuống còn 99%, gửi đi bảo hành thì bên hãng đổi cho 1 máy tương đương và dùng được 1 tháng lại xuống còn 99%. Mình chỉ dùng cơ bản lướt web nhẹ nhàng không chơi game. Ad có thể giải đáp giúp mình được không ạ?",3,60,1,0,0,0,2,-1.0,2.0,2.0
pin gì mà tuột nhanh dữ vậy để qua đêm mà tụt hơn 10% dù đã tắt hết ứng dụng và tiết kiệm pin hiệu quả nhất cx k được cái này là do máy hay phần mềm vậy cần có cách khắc phục chứ tuột như vậy thì mua máy 4500 mAh như 3000mAh,1,55,1,0,0,0,2,-1.0,2.0,2.0
Nghe gọi rõ. Nhưng phát ra loa ngoài to hơn loa trong mặc dù ki bật loa ngoài. Nên ai muốn nghe to hơn thì quay ngược điện thoại lại nhé. Nhạc chuông chỉ có 5 kiểu. Ko hay và hơi nhỏ. Pin bình thường. 2700 mah nhưng cũng ko trâu lắm. Đèn pin sáng,3,55,1,0,0,0,2,0.0,2.0,2.0
"Nếu các bạn sạc nóng máy thì để điện thoại gần quạt nhé. Cực mát máy, mình xin chân thành gửi lời khuyên. Hơi thất vọng về cảm ứng, có lúc ấn vào không có tác dụng gì, tắt nguồn cũng không đươc, buộc phải dùng đến phím tổ hợp mới khởi đông lại máy.",5,55,1,0,0,0,2,-1.0,2.0,2.0
"Con samsung này khỏi nhất là pin thì auto ngon lành gần 6 tiếng r mà vẫn ch hết pin sài từ 95% mà vẫn còn  pin nhìu vậy thì hết pin của máy cũng mất khoản nữa ngày 😂
Nếu các bạn kh sài nhìu như mình thì 1 ngày hơn chắc chắn r",5,55,1,0,0,0,2,1.0,2.0,2.0
Cho hỏi xíu ạ..máy mình không truy cập mạng..để qua đêm tuột 5%...chỉ lên fb zs zalo thôi nhưng pin vẫn tụt nhanh..choi liên quân tầm 10p là 5 đến 6% pin..sạc đầy lên fb tầm 3P là pin bắt đầu tụt..pin vậy có phải có vấn đề không ạ,4,50,1,0,0,0,2,-1.0,2.0,2.0
Cái oppo F9 củ xài hết pin mjh sạc 1 tiếng 15p đã đầy...còn máy này 20% pin mình sạc 2 tiếng mới đầy...có con cóc nào có thể sạc nhanh hơn không....máy này xài liên tục hơn 3 tiếng ngoài vậy là pin có bị hao k mọi người,3,50,1,0,0,0,2,-1.0,2.0,2.0
Hog bik mn sử dụng sao chứ tôi mới mua con này mà cảm giác con pin 5000 của nó thấy yếu yếu sao ấy còn thua con Redmi note 7 cũ của tui pin để trong vòng 30p ko làm j mà máy cx tụt pin 2%,3,48,1,0,0,0,2,-1.0,2.0,2.0
"Máy wifi thu sóng cực kì yếu tệ khoảng cách 5m được 1 đến 2 vạch sóng 
Camera thì gắn 3 cái có hình thức cho vui 
loa thì dù mở hết âm lượng vẫn nhỏ xíu
Pin 5000 thì tầm hơn 4000ham của mấy máy oppo thôi",1,48,1,0,0,0,2,-1.0,2.0,2.0
Em mới mua điện thoại ngày hôm qua.  Em cảm thấy pin tuột k phanh luôn ạ.  Em sạc pin 100% đúng 8 tiếng không đụng đến.  Xong e rút chui sạc ra đi đánh răng rửa mặt vào tụt 3%. Từ 12h đến 2h30 tụt còn 65%.,3,48,1,0,0,0,2,-1.0,2.0,2.0
"Sao máy nhanh hết pin quá vậy ạ, mới mua về e sạc đến 6h e mới rúc ra, chiều về chơi từ 5h đến 9h đã sắp hết pin r ạ, lúc sạc e ko đụng vô máy luôn mà s nhanh hết pin thế ạ??",4,47,1,0,0,0,2,-1.0,2.0,2.0
